"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
26 Sep 2017 00:42:00.000,43.570,-54.953,513.168548,0.062365,-0.019714,0.020797
26 Sep 2017 00:43:00.000,47.306,-56.199,514.419133,0.062167,-0.021902,0.020817
26 Sep 2017 00:44:00.000,51.029,-57.595,515.660336,0.061925,-0.024765,0.020486
26 Sep 2017 00:45:00.000,54.736,-59.190,516.871333,0.061621,-0.028590,0.019812
26 Sep 2017 00:46:00.000,58.422,-61.054,518.031956,0.061224,-0.033831,0.018810
26 Sep 2017 00:47:00.000,62.080,-63.293,519.123026,0.060683,-0.041242,0.017498
26 Sep 2017 00:48:00.000,65.699,-66.072,520.126688,0.059907,-0.052132,0.015902
26 Sep 2017 00:49:00.000,69.261,-69.665,521.026696,0.058721,-0.068907,0.014050
26 Sep 2017 00:50:00.000,72.731,-74.549,521.808691,0.056768,-0.096239,0.011975
26 Sep 2017 00:51:00.000,76.042,-81.607,522.460430,0.053251,-0.143575,0.009716
26 Sep 2017 00:52:00.000,79.053,-92.534,522.971983,0.046269,-0.229011,0.007311
26 Sep 2017 00:53:00.000,81.441,-110.254,523.335893,0.031543,-0.370195,0.004803
26 Sep 2017 00:54:00.000,82.581,-136.699,523.547293,0.004525,-0.490359,0.002236
26 Sep 2017 00:55:00.000,81.926,-164.835,523.603977,-0.025117,-0.415062,-0.000345
26 Sep 2017 00:56:00.000,79.816,174.941,523.506428,-0.043129,-0.263493,-0.002895
26 Sep 2017 00:57:00.000,76.938,162.433,523.257811,-0.051739,-0.162920,-0.005371
26 Sep 2017 00:58:00.000,73.693,154.497,522.863905,-0.055966,-0.107051,-0.007730
26 Sep 2017 00:59:00.000,70.260,149.111,522.333007,-0.058248,-0.075302,-0.009929
26 Sep 2017 01:00:00.000,66.722,145.213,521.675788,-0.059600,-0.056149,-0.011932
26 Sep 2017 01:01:00.000,63.118,142.237,520.905108,-0.060465,-0.043901,-0.013704
26 Sep 2017 01:02:00.000,59.471,139.865,520.035796,-0.061057,-0.035670,-0.015214
26 Sep 2017 01:03:00.000,55.794,137.907,519.084396,-0.061485,-0.029907,-0.016435
26 Sep 2017 01:04:00.000,52.095,136.245,518.068879,-0.061809,-0.025736,-0.017346
26 Sep 2017 01:05:00.000,48.379,134.798,517.008334,-0.062063,-0.022634,-0.017933
26 Sep 2017 01:06:00.000,44.649,133.514,515.922632,-0.062269,-0.020277,-0.018183
26 Sep 2017 01:07:00.000,40.907,132.354,514.832078,-0.062439,-0.018454,-0.018093
26 Sep 2017 01:08:00.000,37.156,131.291,513.757050,-0.062583,-0.017024,-0.017666
26 Sep 2017 01:09:00.000,33.398,130.305,512.717636,-0.062706,-0.015893,-0.016908
26 Sep 2017 01:10:00.000,29.632,129.380,511.733269,-0.062811,-0.014992,-0.015834
26 Sep 2017 01:11:00.000,25.861,128.502,510.822378,-0.062901,-0.014275,-0.014463
26 Sep 2017 01:12:00.000,22.084,127.664,510.002047,-0.062977,-0.013705,-0.012820
26 Sep 2017 01:13:00.000,18.304,126.855,509.287701,-0.063040,-0.013257,-0.010936
26 Sep 2017 01:14:00.000,14.520,126.071,508.692822,-0.063090,-0.012914,-0.008845
26 Sep 2017 01:15:00.000,10.733,125.304,508.228691,-0.063129,-0.012662,-0.006586
26 Sep 2017 01:16:00.000,6.944,124.550,507.904183,-0.063156,-0.012491,-0.004200
26 Sep 2017 01:17:00.000,3.155,123.803,507.725594,-0.063171,-0.012395,-0.001731
26 Sep 2017 01:18:00.000,-0.636,123.061,507.696524,-0.063175,-0.012372,0.000775
26 Sep 2017 01:19:00.000,-4.426,122.317,507.817805,-0.063166,-0.012419,0.003272
26 Sep 2017 01:20:00.000,-8.216,121.569,508.087488,-0.063147,-0.012540,0.005712
26 Sep 2017 01:21:00.000,-12.004,120.811,508.500876,-0.063115,-0.012737,0.008053
26 Sep 2017 01:22:00.000,-15.789,120.039,509.050612,-0.063072,-0.013018,0.010249
26 Sep 2017 01:23:00.000,-19.572,119.247,509.726815,-0.063016,-0.013395,0.012260
26 Sep 2017 01:24:00.000,-23.351,118.429,510.517268,-0.062948,-0.013880,0.014050
26 Sep 2017 01:25:00.000,-27.125,117.579,511.407642,-0.062867,-0.014496,0.015584
26 Sep 2017 01:26:00.000,-30.895,116.687,512.381758,-0.062772,-0.015271,0.016836
26 Sep 2017 01:27:00.000,-34.658,115.742,513.421893,-0.062660,-0.016242,0.017780
26 Sep 2017 01:28:00.000,-38.414,114.732,514.509096,-0.062530,-0.017464,0.018401
26 Sep 2017 01:29:00.000,-42.161,113.640,515.623536,-0.062378,-0.019012,0.018686
26 Sep 2017 01:30:00.000,-45.898,112.442,516.744857,-0.062196,-0.020996,0.018630
26 Sep 2017 01:31:00.000,-49.624,111.109,517.852545,-0.061975,-0.023573,0.018232
26 Sep 2017 01:32:00.000,-53.334,109.597,518.926289,-0.061700,-0.026988,0.017500
26 Sep 2017 01:33:00.000,-57.026,107.846,519.946337,-0.061347,-0.031618,0.016445
26 Sep 2017 01:34:00.000,-60.693,105.766,520.893848,-0.060872,-0.038081,0.015085
26 Sep 2017 01:35:00.000,-64.327,103.219,521.751209,-0.060204,-0.047432,0.013444
26 Sep 2017 01:36:00.000,-67.912,99.980,522.502348,-0.059208,-0.061561,0.011550
26 Sep 2017 01:37:00.000,-71.420,95.666,523.133002,-0.057614,-0.084069,0.009435
26 Sep 2017 01:38:00.000,-74.802,89.585,523.630965,-0.054842,-0.122154,0.007134
26 Sep 2017 01:39:00.000,-77.952,80.416,523.986297,-0.049536,-0.190216,0.004688
26 Sep 2017 01:40:00.000,-80.634,65.707,524.191492,-0.038477,-0.310160,0.002137
26 Sep 2017 01:41:00.000,-82.341,42.441,524.241608,-0.016202,-0.460402,-0.000474
26 Sep 2017 01:42:00.000,-82.388,13.483,524.134356,0.014737,-0.466007,-0.003100
26 Sep 2017 01:43:00.000,-80.749,-10.235,523.870142,0.037673,-0.317774,-0.005698
26 Sep 2017 01:44:00.000,-78.100,-25.312,523.452068,0.049165,-0.194853,-0.008221
26 Sep 2017 01:45:00.000,-74.966,-34.690,522.885888,0.054665,-0.124711,-0.010627
26 Sep 2017 01:46:00.000,-71.592,-40.889,522.179921,0.057527,-0.085537,-0.012874
26 Sep 2017 01:47:00.000,-68.087,-45.272,521.344917,0.059166,-0.062457,-0.014922
26 Sep 2017 01:48:00.000,-64.504,-48.554,520.393890,0.060189,-0.048011,-0.016735
26 Sep 2017 01:49:00.000,-60.871,-51.130,519.341909,0.060873,-0.038474,-0.018282
26 Sep 2017 01:50:00.000,-57.203,-53.230,518.205846,0.061359,-0.031895,-0.019534
26 Sep 2017 01:51:00.000,-53.510,-54.995,517.004107,0.061721,-0.027190,-0.020468
26 Sep 2017 01:52:00.000,-49.798,-56.517,515.756318,0.062002,-0.023725,-0.021067
26 Sep 2017 01:53:00.000,-46.071,-57.859,514.482999,0.062228,-0.021112,-0.021318
26 Sep 2017 01:54:00.000,-42.332,-59.063,513.205215,0.062415,-0.019103,-0.021216
26 Sep 2017 01:55:00.000,-38.582,-60.160,511.944211,0.062572,-0.017536,-0.020760
26 Sep 2017 01:56:00.000,-34.824,-61.174,510.721048,0.062705,-0.016300,-0.019957
26 Sep 2017 01:57:00.000,-31.058,-62.121,509.556233,0.062820,-0.015318,-0.018819
26 Sep 2017 01:58:00.000,-27.286,-63.016,508.469352,0.062918,-0.014535,-0.017363
26 Sep 2017 01:59:00.000,-23.508,-63.868,507.478727,0.063001,-0.013912,-0.015615
26 Sep 2017 02:00:00.000,-19.726,-64.688,506.601081,0.063072,-0.013420,-0.013604
26 Sep 2017 02:01:00.000,-15.940,-65.481,505.851238,0.063129,-0.013040,-0.011362
26 Sep 2017 02:02:00.000,-12.150,-66.254,505.241850,0.063174,-0.012754,-0.008929
26 Sep 2017 02:03:00.000,-8.359,-67.013,504.783168,0.063207,-0.012554,-0.006347
26 Sep 2017 02:04:00.000,-4.566,-67.762,504.482851,0.063227,-0.012430,-0.003659
26 Sep 2017 02:05:00.000,-0.772,-68.506,504.345825,0.063236,-0.012380,-0.000913
26 Sep 2017 02:06:00.000,3.022,-69.249,504.374195,0.063233,-0.012401,0.001845
26 Sep 2017 02:07:00.000,6.816,-69.996,504.567202,0.063218,-0.012495,0.004567
26 Sep 2017 02:08:00.000,10.608,-70.750,504.921241,0.063191,-0.012663,0.007205
26 Sep 2017 02:09:00.000,14.398,-71.517,505.429933,0.063152,-0.012913,0.009714
26 Sep 2017 02:10:00.000,18.186,-72.302,506.084237,0.063100,-0.013254,0.012051
26 Sep 2017 02:11:00.000,21.970,-73.110,506.872624,0.063036,-0.013698,0.014177
26 Sep 2017 02:12:00.000,25.750,-73.948,507.781292,0.062959,-0.014265,0.016054
26 Sep 2017 02:13:00.000,29.525,-74.824,508.794417,0.062867,-0.014979,0.017653
26 Sep 2017 02:14:00.000,33.294,-75.749,509.894444,0.062760,-0.015875,0.018947
26 Sep 2017 02:15:00.000,37.056,-76.734,511.062408,0.062635,-0.017000,0.019915
26 Sep 2017 02:16:00.000,40.810,-77.795,512.278273,0.062489,-0.018422,0.020542
26 Sep 2017 02:17:00.000,44.554,-78.953,513.521291,0.062316,-0.020236,0.020819
26 Sep 2017 02:18:00.000,48.287,-80.234,514.770370,0.062108,-0.022580,0.020744
26 Sep 2017 02:19:00.000,52.006,-81.677,516.004442,0.061852,-0.025663,0.020321
26 Sep 2017 02:20:00.000,55.708,-83.335,517.202825,0.061527,-0.029807,0.019558
26 Sep 2017 02:21:00.000,59.387,-85.285,518.345585,0.061098,-0.035529,0.018470
26 Sep 2017 02:22:00.000,63.036,-87.647,519.413869,0.060507,-0.043696,0.017080
26 Sep 2017 02:23:00.000,66.643,-90.607,520.390222,0.059645,-0.055837,0.015412
26 Sep 2017 02:24:00.000,70.184,-94.482,521.258878,0.058303,-0.074800,0.013497
26 Sep 2017 02:25:00.000,73.621,-99.828,522.006020,0.056044,-0.106196,0.011369
26 Sep 2017 02:26:00.000,76.872,-107.694,522.620003,0.051871,-0.161381,0.009066
26 Sep 2017 02:27:00.000,79.761,-120.077,523.091542,0.043391,-0.260783,0.006629
26 Sep 2017 02:28:00.000,81.894,-140.111,523.413860,0.025633,-0.411866,0.004101
26 Sep 2017 02:29:00.000,82.587,-168.150,523.582790,-0.003858,-0.491047,0.001525
26 Sep 2017 02:30:00.000,81.481,165.255,523.596842,-0.031103,-0.373553,-0.001052
26 Sep 2017 02:31:00.000,79.112,147.358,523.457216,-0.046052,-0.231377,-0.003588
26 Sep 2017 02:32:00.000,76.110,136.323,523.167779,-0.053138,-0.144889,-0.006037
26 Sep 2017 02:33:00.000,72.804,129.205,522.734993,-0.056698,-0.096978,-0.008357
26 Sep 2017 02:34:00.000,69.338,124.286,522.167804,-0.058670,-0.069347,-0.010509
26 Sep 2017 02:35:00.000,65.779,120.672,521.477486,-0.059863,-0.052410,-0.012454
26 Sep 2017 02:36:00.000,62.162,117.880,520.677447,-0.060642,-0.041427,-0.014159
26 Sep 2017 02:37:00.000,58.507,115.632,519.783002,-0.061183,-0.033959,-0.015595
26 Sep 2017 02:38:00.000,54.823,113.761,518.811108,-0.061579,-0.028682,-0.016736
26 Sep 2017 02:39:00.000,51.119,112.161,517.780069,-0.061881,-0.024832,-0.017562
26 Sep 2017 02:40:00.000,47.399,110.762,516.709221,-0.062121,-0.021952,-0.018060
26 Sep 2017 02:41:00.000,43.665,109.514,515.618591,-0.062317,-0.019752,-0.018220
26 Sep 2017 02:42:00.000,39.921,108.382,514.528547,-0.062480,-0.018044,-0.018040
26 Sep 2017 02:43:00.000,36.168,107.341,513.459432,-0.062618,-0.016701,-0.017523
26 Sep 2017 02:44:00.000,32.408,106.372,512.431204,-0.062736,-0.015636,-0.016679
26 Sep 2017 02:45:00.000,28.640,105.460,511.463074,-0.062837,-0.014788,-0.015523
26 Sep 2017 02:46:00.000,24.868,104.594,510.573153,-0.062923,-0.014112,-0.014076
26 Sep 2017 02:47:00.000,21.090,103.764,509.778126,-0.062995,-0.013576,-0.012365
26 Sep 2017 02:48:00.000,17.308,102.963,509.092938,-0.063055,-0.013158,-0.010421
26 Sep 2017 02:49:00.000,13.524,102.183,508.530519,-0.063102,-0.012840,-0.008280
26 Sep 2017 02:50:00.000,9.736,101.420,508.101543,-0.063138,-0.012609,-0.005981
26 Sep 2017 02:51:00.000,5.947,100.669,507.814222,-0.063162,-0.012459,-0.003567
26 Sep 2017 02:52:00.000,2.157,99.924,507.674157,-0.063174,-0.012382,-0.001082
26 Sep 2017 02:53:00.000,-1.633,99.181,507.684226,-0.063174,-0.012377,0.001428
26 Sep 2017 02:54:00.000,-5.423,98.437,507.844532,-0.063163,-0.012444,0.003917
26 Sep 2017 02:55:00.000,-9.213,97.687,508.152398,-0.063140,-0.012584,0.006338
26 Sep 2017 02:56:00.000,-13.000,96.925,508.602418,-0.063105,-0.012802,0.008646
26 Sep 2017 02:57:00.000,-16.785,96.148,509.186554,-0.063059,-0.013108,0.010800
26 Sep 2017 02:58:00.000,-20.567,95.350,509.894292,-0.063000,-0.013511,0.012758
26 Sep 2017 02:59:00.000,-24.345,94.525,510.712833,-0.062929,-0.014029,0.014486
26 Sep 2017 03:00:00.000,-28.118,93.664,511.627332,-0.062844,-0.014684,0.015951
26 Sep 2017 03:01:00.000,-31.886,92.760,512.621173,-0.062745,-0.015505,0.017125
26 Sep 2017 03:02:00.000,-35.647,91.799,513.676273,-0.062629,-0.016537,0.017988
26 Sep 2017 03:03:00.000,-39.401,90.770,514.773412,-0.062493,-0.017836,0.018524
26 Sep 2017 03:04:00.000,-43.146,89.652,515.892581,-0.062333,-0.019487,0.018721
26 Sep 2017 03:05:00.000,-46.880,88.422,517.013344,-0.062142,-0.021608,0.018576
26 Sep 2017 03:06:00.000,-50.602,87.046,518.115198,-0.061909,-0.024378,0.018091
26 Sep 2017 03:07:00.000,-54.308,85.478,519.177942,-0.061617,-0.028069,0.017274
26 Sep 2017 03:08:00.000,-57.994,83.651,520.182024,-0.061236,-0.033108,0.016139
26 Sep 2017 03:09:00.000,-61.654,81.464,521.108888,-0.060719,-0.040205,0.014704
26 Sep 2017 03:10:00.000,-65.276,78.761,521.941294,-0.059982,-0.050581,0.012995
26 Sep 2017 03:11:00.000,-68.844,75.286,522.663612,-0.058862,-0.066466,0.011040
26 Sep 2017 03:12:00.000,-72.326,70.592,523.262093,-0.057034,-0.092161,0.008874
26 Sep 2017 03:13:00.000,-75.660,63.862,523.725101,-0.053777,-0.136345,0.006532
26 Sep 2017 03:14:00.000,-78.718,53.529,524.043313,-0.047381,-0.215941,0.004055
26 Sep 2017 03:15:00.000,-81.207,36.805,524.209881,-0.033908,-0.350951,0.001485
26 Sep 2017 03:16:00.000,-82.535,11.278,524.220546,-0.008290,-0.484314,-0.001134
26 Sep 2017 03:17:00.000,-82.096,-17.312,524.073718,0.022065,-0.432751,-0.003757
26 Sep 2017 03:18:00.000,-80.122,-38.633,523.770507,0.041584,-0.279577,-0.006339
26 Sep 2017 03:19:00.000,-77.309,-51.890,523.314712,0.051008,-0.172151,-0.008835
26 Sep 2017 03:20:00.000,-74.095,-60.243,522.712763,0.055595,-0.112176,-0.011203
26 Sep 2017 03:21:00.000,-70.679,-65.866,521.973625,0.058043,-0.078299,-0.013401
26 Sep 2017 03:22:00.000,-67.150,-69.907,521.108655,0.059480,-0.058013,-0.015391
26 Sep 2017 03:23:00.000,-63.552,-72.974,520.131421,0.060394,-0.045125,-0.017138
26 Sep 2017 03:24:00.000,-59.908,-75.406,519.057483,0.061016,-0.036510,-0.018610
26 Sep 2017 03:25:00.000,-56.233,-77.407,517.904139,0.061464,-0.030506,-0.019781
26 Sep 2017 03:26:00.000,-52.535,-79.100,516.690136,0.061801,-0.026176,-0.020629
26 Sep 2017 03:27:00.000,-48.819,-80.570,515.435362,0.062066,-0.022966,-0.021138
26 Sep 2017 03:28:00.000,-45.088,-81.872,514.160506,0.062280,-0.020532,-0.021298
26 Sep 2017 03:29:00.000,-41.346,-83.045,512.886708,0.062458,-0.018653,-0.021103
26 Sep 2017 03:30:00.000,-37.593,-84.118,511.635195,0.062608,-0.017182,-0.020557
26 Sep 2017 03:31:00.000,-33.833,-85.113,510.426909,0.062737,-0.016019,-0.019665
26 Sep 2017 03:32:00.000,-30.065,-86.045,509.282143,0.062847,-0.015094,-0.018443
26 Sep 2017 03:33:00.000,-26.292,-86.928,508.220176,0.062941,-0.014356,-0.016910
26 Sep 2017 03:34:00.000,-22.513,-87.771,507.258935,0.063021,-0.013771,-0.015091
26 Sep 2017 03:35:00.000,-18.729,-88.583,506.414664,0.063087,-0.013310,-0.013017
26 Sep 2017 03:36:00.000,-14.943,-89.370,505.701637,0.063141,-0.012956,-0.010723
26 Sep 2017 03:37:00.000,-11.153,-90.139,505.131889,0.063183,-0.012694,-0.008249
26 Sep 2017 03:38:00.000,-7.361,-90.895,504.715001,0.063213,-0.012514,-0.005636
26 Sep 2017 03:39:00.000,-3.567,-91.643,504.457921,0.063230,-0.012410,-0.002931
26 Sep 2017 03:40:00.000,0.227,-92.386,504.364837,0.063236,-0.012379,-0.000179
26 Sep 2017 03:41:00.000,4.021,-93.130,504.437097,0.063230,-0.012419,0.002572
26 Sep 2017 03:42:00.000,7.814,-93.878,504.673190,0.063211,-0.012531,0.005274
26 Sep 2017 03:43:00.000,11.606,-94.635,505.068771,0.063181,-0.012721,0.007880
26 Sep 2017 03:44:00.000,15.395,-95.406,505.616745,0.063139,-0.012993,0.010346
26 Sep 2017 03:45:00.000,19.182,-96.196,506.307400,0.063084,-0.013360,0.012629
26 Sep 2017 03:46:00.000,22.965,-97.011,507.128586,0.063016,-0.013834,0.014690
26 Sep 2017 03:47:00.000,26.744,-97.859,508.065945,0.062935,-0.014437,0.016496
26 Sep 2017 03:48:00.000,30.517,-98.747,509.103170,0.062840,-0.015195,0.018014
26 Sep 2017 03:49:00.000,34.284,-99.686,510.222306,0.062729,-0.016146,0.019222
26 Sep 2017 03:50:00.000,38.044,-100.689,511.404076,0.062599,-0.017342,0.020100
26 Sep 2017 03:51:00.000,41.796,-101.773,512.628224,0.062446,-0.018857,0.020633
26 Sep 2017 03:52:00.000,45.537,-102.960,513.873883,0.062265,-0.020794,0.020816
26 Sep 2017 03:53:00.000,49.267,-104.280,515.119933,0.062046,-0.023309,0.020647
26 Sep 2017 03:54:00.000,52.982,-105.774,516.345379,0.061774,-0.026633,0.020131
26 Sep 2017 03:55:00.000,56.678,-107.499,517.529709,0.061426,-0.031132,0.019280
26 Sep 2017 03:56:00.000,60.351,-109.544,518.653247,0.060962,-0.037393,0.018109
26 Sep 2017 03:57:00.000,63.990,-112.041,519.697483,0.060312,-0.046419,0.016641
26 Sep 2017 03:58:00.000,67.582,-115.205,520.645387,0.059350,-0.060000,0.014904
26 Sep 2017 03:59:00.000,71.101,-119.398,521.481689,0.057824,-0.081525,0.012928
26 Sep 2017 04:00:00.000,74.499,-125.277,522.193131,0.055195,-0.117743,0.010749
26 Sep 2017 04:01:00.000,77.678,-134.085,522.768679,0.050209,-0.182232,0.008406
26 Sep 2017 04:02:00.000,80.419,-148.156,523.199702,0.039877,-0.296838,0.005940
26 Sep 2017 04:03:00.000,82.246,-170.600,523.480110,0.018776,-0.449416,0.003395
26 Sep 2017 04:04:00.000,82.461,160.522,523.606445,-0.012040,-0.475001,0.000814
26 Sep 2017 04:05:00.000,80.949,136.007,523.577931,-0.036146,-0.331733,-0.001757
26 Sep 2017 04:06:00.000,78.365,120.247,523.396482,-0.048446,-0.203513,-0.004275
26 Sep 2017 04:07:00.000,75.262,110.477,523.066665,-0.054306,-0.129478,-0.006694
26 Sep 2017 04:08:00.000,71.904,104.061,522.595617,-0.057325,-0.088257,-0.008974
26 Sep 2017 04:09:00.000,68.409,99.550,521.992919,-0.059039,-0.064107,-0.011074
26 Sep 2017 04:10:00.000,64.832,96.188,521.270438,-0.060099,-0.049071,-0.012959
26 Sep 2017 04:11:00.000,61.204,93.560,520.442114,-0.060803,-0.039189,-0.014595
26 Sep 2017 04:12:00.000,57.540,91.424,519.523729,-0.061299,-0.032397,-0.015955
26 Sep 2017 04:13:00.000,53.851,89.633,518.532632,-0.061666,-0.027553,-0.017014
26 Sep 2017 04:14:00.000,50.142,88.092,517.487439,-0.061950,-0.023995,-0.017754
26 Sep 2017 04:15:00.000,46.418,86.736,516.407709,-0.062177,-0.021317,-0.018163
26 Sep 2017 04:16:00.000,42.681,85.522,515.313601,-0.062363,-0.019261,-0.018232
26 Sep 2017 04:17:00.000,38.935,84.416,514.225519,-0.062519,-0.017659,-0.017962
26 Sep 2017 04:18:00.000,35.180,83.396,513.163748,-0.062651,-0.016397,-0.017356
26 Sep 2017 04:19:00.000,31.417,82.443,512.148091,-0.062764,-0.015394,-0.016427
26 Sep 2017 04:20:00.000,27.648,81.544,511.197508,-0.062861,-0.014594,-0.015191
26 Sep 2017 04:21:00.000,23.874,80.689,510.329775,-0.062943,-0.013958,-0.013670
26 Sep 2017 04:22:00.000,20.095,79.867,509.561152,-0.063012,-0.013455,-0.011893
26 Sep 2017 04:23:00.000,16.313,79.072,508.906086,-0.063069,-0.013065,-0.009891
26 Sep 2017 04:24:00.000,12.527,78.297,508.376939,-0.063113,-0.012771,-0.007703
26 Sep 2017 04:25:00.000,8.740,77.537,507.983759,-0.063146,-0.012562,-0.005367
26 Sep 2017 04:26:00.000,4.950,76.788,507.734090,-0.063166,-0.012432,-0.002928
26 Sep 2017 04:27:00.000,1.160,76.044,507.632826,-0.063175,-0.012374,-0.000430
26 Sep 2017 04:28:00.000,-2.631,75.302,507.682121,-0.063173,-0.012388,0.002081
26 Sep 2017 04:29:00.000,-6.421,74.556,507.881346,-0.063158,-0.012473,0.004559
26 Sep 2017 04:30:00.000,-10.209,73.803,508.227101,-0.063133,-0.012633,0.006956
26 Sep 2017 04:31:00.000,-13.996,73.039,508.713275,-0.063095,-0.012874,0.009230
26 Sep 2017 04:32:00.000,-17.781,72.257,509.331163,-0.063045,-0.013204,0.011338
26 Sep 2017 04:33:00.000,-21.562,71.452,510.069628,-0.062983,-0.013635,0.013242
26 Sep 2017 04:34:00.000,-25.338,70.618,510.915306,-0.062908,-0.014187,0.014905
26 Sep 2017 04:35:00.000,-29.110,69.747,511.852855,-0.062820,-0.014882,0.016298
26 Sep 2017 04:36:00.000,-32.876,68.829,512.865241,-0.062716,-0.015755,0.017395
26 Sep 2017 04:37:00.000,-36.636,67.852,513.934044,-0.062596,-0.016850,0.018175
26 Sep 2017 04:38:00.000,-40.388,66.801,515.039800,-0.062454,-0.018233,0.018624
26 Sep 2017 04:39:00.000,-44.130,65.656,516.162347,-0.062287,-0.019994,0.018733
26 Sep 2017 04:40:00.000,-47.861,64.391,517.281192,-0.062086,-0.022266,0.018500
26 Sep 2017 04:41:00.000,-51.579,62.970,518.375872,-0.061839,-0.025247,0.017928
26 Sep 2017 04:42:00.000,-55.281,61.342,519.426315,-0.061527,-0.029242,0.017028
26 Sep 2017 04:43:00.000,-58.961,59.431,520.413194,-0.061116,-0.034739,0.015813
26 Sep 2017 04:44:00.000,-62.612,57.127,521.318265,-0.060552,-0.042551,0.014305
26 Sep 2017 04:45:00.000,-66.222,54.251,522.124674,-0.059734,-0.054103,0.012529
26 Sep 2017 04:46:00.000,-69.771,50.509,522.817257,-0.058469,-0.072029,0.010517
26 Sep 2017 04:47:00.000,-73.222,45.380,523.382792,-0.056360,-0.101491,0.008301
