"Time (LCLG)","Lat (deg)","Lon (deg)","Alt (km)"
8 Sep 2017 05:38:00.640,-19.110,10.524,518.808986
8 Sep 2017 05:39:00.640,-22.880,9.711,519.749680
8 Sep 2017 05:40:00.640,-26.645,8.867,520.752139
8 Sep 2017 05:41:00.640,-30.404,7.982,521.799983
8 Sep 2017 05:42:00.640,-34.158,7.047,522.875440
8 Sep 2017 05:43:00.640,-37.904,6.048,523.959668
8 Sep 2017 05:44:00.640,-41.642,4.970,525.033084
8 Sep 2017 05:45:00.640,-45.371,3.791,526.075720
8 Sep 2017 05:46:00.640,-49.088,2.481,527.067574
8 Sep 2017 05:47:00.640,-52.791,1.001,527.988966
8 Sep 2017 05:48:00.640,-56.476,-0.707,528.820887
8 Sep 2017 05:49:00.640,-60.138,-2.726,529.545339
8 Sep 2017 05:50:00.640,-63.768,-5.186,530.145652
8 Sep 2017 05:51:00.640,-67.353,-8.292,530.606786
8 Sep 2017 05:52:00.640,-70.868,-12.394,530.915600
8 Sep 2017 05:53:00.640,-74.267,-18.115,531.061092
8 Sep 2017 05:54:00.640,-77.458,-26.638,531.034609
8 Sep 2017 05:55:00.640,-80.237,-40.187,530.830013
8 Sep 2017 05:56:00.640,-82.151,-61.891,530.443811
8 Sep 2017 05:57:00.640,-82.507,-90.543,529.875248
8 Sep 2017 05:58:00.640,-81.115,-115.670,529.126347
8 Sep 2017 05:59:00.640,-78.597,-132.034,528.201914
8 Sep 2017 06:00:00.640,-75.528,-142.165,527.109496
8 Sep 2017 06:01:00.640,-72.189,-148.787,525.859298
8 Sep 2017 06:02:00.640,-68.705,-153.421,524.464051
8 Sep 2017 06:03:00.640,-65.136,-156.860,522.938847
8 Sep 2017 06:04:00.640,-61.513,-159.540,521.300927
8 Sep 2017 06:05:00.640,-57.852,-161.712,519.569436
8 Sep 2017 06:06:00.640,-54.164,-163.529,517.765144
8 Sep 2017 06:07:00.640,-50.456,-165.090,515.910139
8 Sep 2017 06:08:00.640,-46.730,-166.460,514.027484
8 Sep 2017 06:09:00.640,-42.992,-167.687,512.140871
8 Sep 2017 06:10:00.640,-39.242,-168.802,510.274240
8 Sep 2017 06:11:00.640,-35.483,-169.830,508.451406
8 Sep 2017 06:12:00.640,-31.715,-170.789,506.695671
8 Sep 2017 06:13:00.640,-27.940,-171.693,505.029448
8 Sep 2017 06:14:00.640,-24.159,-172.553,503.473893
8 Sep 2017 06:15:00.640,-20.373,-173.379,502.048550
8 Sep 2017 06:16:00.640,-16.582,-174.178,500.771036
8 Sep 2017 06:17:00.640,-12.787,-174.955,499.656739
8 Sep 2017 06:18:00.640,-8.989,-175.717,498.718567
8 Sep 2017 06:19:00.640,-5.189,-176.469,497.966734
8 Sep 2017 06:20:00.640,-1.388,-177.215,497.408597
8 Sep 2017 06:21:00.640,2.414,-177.959,497.048543
8 Sep 2017 06:22:00.640,6.216,-178.706,496.887930
8 Sep 2017 06:23:00.640,10.018,-179.460,496.925080
8 Sep 2017 06:24:00.640,13.817,179.774,497.155336
8 Sep 2017 06:25:00.640,17.615,178.990,497.571162
8 Sep 2017 06:26:00.640,21.409,178.185,498.162302
8 Sep 2017 06:27:00.640,25.199,177.350,498.915988
8 Sep 2017 06:28:00.640,28.984,176.477,499.817184
8 Sep 2017 06:29:00.640,32.764,175.558,500.848874
8 Sep 2017 06:30:00.640,36.537,174.580,501.992383
8 Sep 2017 06:31:00.640,40.301,173.528,503.227719
8 Sep 2017 06:32:00.640,44.057,172.382,504.533938
8 Sep 2017 06:33:00.640,47.801,171.115,505.889514
8 Sep 2017 06:34:00.640,51.531,169.692,507.272720
8 Sep 2017 06:35:00.640,55.245,168.061,508.662003
8 Sep 2017 06:36:00.640,58.936,166.147,510.036349
8 Sep 2017 06:37:00.640,62.598,163.838,511.375635
8 Sep 2017 06:38:00.640,66.218,160.955,512.660956
8 Sep 2017 06:39:00.640,69.777,157.200,513.874929
8 Sep 2017 06:40:00.640,73.235,152.051,515.001965
8 Sep 2017 06:41:00.640,76.520,144.530,516.028508
8 Sep 2017 06:42:00.640,79.468,132.764,516.943228
8 Sep 2017 06:43:00.640,81.715,113.679,517.737189
8 Sep 2017 06:44:00.640,82.596,86.184,518.403959
8 Sep 2017 06:45:00.640,81.666,58.865,518.939684
8 Sep 2017 06:46:00.640,79.392,40.041,519.343118
8 Sep 2017 06:47:00.640,76.434,28.439,519.615604
8 Sep 2017 06:48:00.640,73.147,21.008,519.761018
8 Sep 2017 06:49:00.640,69.691,15.911,519.785661
8 Sep 2017 06:50:00.640,66.138,12.188,519.698117
8 Sep 2017 06:51:00.640,62.524,9.326,519.509071
8 Sep 2017 06:52:00.640,58.871,7.030,519.231084
8 Sep 2017 06:53:00.640,55.189,5.127,518.878345
8 Sep 2017 06:54:00.640,51.487,3.503,518.466387
8 Sep 2017 06:55:00.640,47.769,2.086,518.011777
8 Sep 2017 06:56:00.640,44.039,0.824,517.531797
8 Sep 2017 06:57:00.640,40.298,-0.318,517.044096
8 Sep 2017 06:58:00.640,36.549,-1.367,516.566346
8 Sep 2017 06:59:00.640,32.792,-2.342,516.115888
8 Sep 2017 07:00:00.640,29.030,-3.259,515.709388
8 Sep 2017 07:01:00.640,25.262,-4.129,515.362499
8 Sep 2017 07:02:00.640,21.491,-4.962,515.089541
8 Sep 2017 07:03:00.640,17.716,-5.766,514.903212
8 Sep 2017 07:04:00.640,13.938,-6.547,514.814316
8 Sep 2017 07:05:00.640,10.158,-7.311,514.831537
8 Sep 2017 07:06:00.640,6.376,-8.063,514.961246
8 Sep 2017 07:07:00.640,2.594,-8.808,515.207357
8 Sep 2017 07:08:00.640,-1.188,-9.549,515.571228
8 Sep 2017 07:09:00.640,-4.969,-10.292,516.051610
8 Sep 2017 07:10:00.640,-8.749,-11.041,516.644650
8 Sep 2017 07:11:00.640,-12.527,-11.799,517.343942
8 Sep 2017 07:12:00.640,-16.303,-12.573,518.140629
8 Sep 2017 07:13:00.640,-20.075,-13.367,519.023551
8 Sep 2017 07:14:00.640,-23.843,-14.187,519.979435
8 Sep 2017 07:15:00.640,-27.607,-15.041,520.993135
8 Sep 2017 07:16:00.640,-31.365,-15.938,522.047894
8 Sep 2017 07:17:00.640,-35.117,-16.888,523.125643
8 Sep 2017 07:18:00.640,-38.861,-17.905,524.207324
8 Sep 2017 07:19:00.640,-42.597,-19.007,525.273231
8 Sep 2017 07:20:00.640,-46.323,-20.217,526.303358
8 Sep 2017 07:21:00.640,-50.037,-21.566,527.277759
8 Sep 2017 07:22:00.640,-53.736,-23.098,528.176895
8 Sep 2017 07:23:00.640,-57.416,-24.876,528.981991
8 Sep 2017 07:24:00.640,-61.071,-26.993,529.675362
8 Sep 2017 07:25:00.640,-64.691,-29.595,530.240732
8 Sep 2017 07:26:00.640,-68.261,-32.915,530.663523
8 Sep 2017 07:27:00.640,-71.751,-37.356,530.931122
8 Sep 2017 07:28:00.640,-75.109,-43.650,531.033112
8 Sep 2017 07:29:00.640,-78.221,-53.194,530.961469
8 Sep 2017 07:30:00.640,-80.835,-68.544,530.710723
8 Sep 2017 07:31:00.640,-82.416,-92.555,530.278073
8 Sep 2017 07:32:00.640,-82.300,-121.429,529.663472
8 Sep 2017 07:33:00.640,-80.548,-144.330,528.869654
8 Sep 2017 07:34:00.640,-77.848,-158.775,527.902132
8 Sep 2017 07:35:00.640,-74.692,-167.803,526.769141
8 Sep 2017 07:36:00.640,-71.307,-173.808,525.481540
8 Sep 2017 07:37:00.640,-67.798,-178.079,524.052681
8 Sep 2017 07:38:00.640,-64.213,178.708,522.498221
8 Sep 2017 07:39:00.640,-60.579,176.177,520.835909
8 Sep 2017 07:40:00.640,-56.910,174.108,519.085329
8 Sep 2017 07:41:00.640,-53.216,172.364,517.267613
8 Sep 2017 07:42:00.640,-49.503,170.858,515.405122
8 Sep 2017 07:43:00.640,-45.774,169.527,513.521111
8 Sep 2017 07:44:00.640,-42.033,168.332,511.639359
8 Sep 2017 07:45:00.640,-38.280,167.241,509.783806
8 Sep 2017 07:46:00.640,-34.518,166.233,507.978161
8 Sep 2017 07:47:00.640,-30.749,165.289,506.245525
8 Sep 2017 07:48:00.640,-26.972,164.397,504.608014
8 Sep 2017 07:49:00.640,-23.190,163.546,503.086392
8 Sep 2017 07:50:00.640,-19.402,162.728,501.699731
8 Sep 2017 07:51:00.640,-15.610,161.936,500.465090
8 Sep 2017 07:52:00.640,-11.814,161.163,499.397235
8 Sep 2017 07:53:00.640,-8.016,160.404,498.508392
8 Sep 2017 07:54:00.640,-4.216,159.654,497.808044
8 Sep 2017 07:55:00.640,-0.414,158.909,497.302785
8 Sep 2017 07:56:00.640,3.388,158.164,496.996220
8 Sep 2017 07:57:00.640,7.190,157.416,496.888914
8 Sep 2017 07:58:00.640,10.991,156.659,496.978410
8 Sep 2017 07:59:00.640,14.790,155.889,497.259290
8 Sep 2017 08:00:00.640,18.587,155.101,497.723294
8 Sep 2017 08:01:00.640,22.380,154.288,498.359492
8 Sep 2017 08:02:00.640,26.169,153.444,499.154499
8 Sep 2017 08:03:00.640,29.953,152.561,500.092736
8 Sep 2017 08:04:00.640,33.731,151.628,501.156721
8 Sep 2017 08:05:00.640,37.502,150.632,502.327402
8 Sep 2017 08:06:00.640,41.264,149.558,503.584499
8 Sep 2017 08:07:00.640,45.017,148.384,504.906877
8 Sep 2017 08:08:00.640,48.758,147.082,506.272917
8 Sep 2017 08:09:00.640,52.484,145.611,507.660895
8 Sep 2017 08:10:00.640,56.192,143.916,509.049359
8 Sep 2017 08:11:00.640,59.877,141.913,510.417484
8 Sep 2017 08:12:00.640,63.529,139.478,511.745427
8 Sep 2017 08:13:00.640,67.136,136.406,513.014642
8 Sep 2017 08:14:00.640,70.674,132.357,514.208178
8 Sep 2017 08:15:00.640,74.097,126.720,515.310945
8 Sep 2017 08:16:00.640,77.316,118.339,516.309938
8 Sep 2017 08:17:00.640,80.131,105.027,517.194428
8 Sep 2017 08:18:00.640,82.101,83.616,517.956109
8 Sep 2017 08:19:00.640,82.526,54.971,518.589207
8 Sep 2017 08:20:00.640,81.181,29.494,519.090534
8 Sep 2017 08:21:00.640,78.681,12.837,519.459514
8 Sep 2017 08:22:00.640,75.616,2.548,519.698149
8 Sep 2017 08:23:00.640,72.275,-4.155,519.810949
8 Sep 2017 08:24:00.640,68.789,-8.832,519.804821
8 Sep 2017 08:25:00.640,65.218,-12.297,519.688910
8 Sep 2017 08:26:00.640,61.593,-14.993,519.474407
8 Sep 2017 08:27:00.640,57.931,-17.174,519.174322
8 Sep 2017 08:28:00.640,54.244,-18.998,518.803222
8 Sep 2017 08:29:00.640,50.537,-20.563,518.376941
8 Sep 2017 08:30:00.640,46.816,-21.936,517.912270
8 Sep 2017 08:31:00.640,43.083,-23.164,517.426624
8 Sep 2017 08:32:00.640,39.340,-24.281,516.937701
8 Sep 2017 08:33:00.640,35.588,-25.309,516.463129
8 Sep 2017 08:34:00.640,31.830,-26.268,516.020120
8 Sep 2017 08:35:00.640,28.067,-27.172,515.625121
8 Sep 2017 08:36:00.640,24.298,-28.031,515.293483
8 Sep 2017 08:37:00.640,20.525,-28.856,515.039150
8 Sep 2017 08:38:00.640,16.749,-29.653,514.874370
8 Sep 2017 08:39:00.640,12.971,-30.430,514.809434
8 Sep 2017 08:40:00.640,9.190,-31.190,514.852463
8 Sep 2017 08:41:00.640,5.409,-31.940,515.009223
8 Sep 2017 08:42:00.640,1.627,-32.683,515.282991
8 Sep 2017 08:43:00.640,-2.155,-33.425,515.674473
8 Sep 2017 08:44:00.640,-5.936,-34.169,516.181763
8 Sep 2017 08:45:00.640,-9.716,-34.920,516.800358
8 Sep 2017 08:46:00.640,-13.494,-35.682,517.523223
8 Sep 2017 08:47:00.640,-17.268,-36.460,518.340907
8 Sep 2017 08:48:00.640,-21.040,-37.260,519.241698
8 Sep 2017 08:49:00.640,-24.807,-38.088,520.211832
8 Sep 2017 08:50:00.640,-28.569,-38.952,521.235730
8 Sep 2017 08:51:00.640,-32.326,-39.862,522.296279
8 Sep 2017 08:52:00.640,-36.076,-40.827,523.375134
8 Sep 2017 08:53:00.640,-39.818,-41.864,524.453046
8 Sep 2017 08:54:00.640,-43.552,-42.991,525.510204
8 Sep 2017 08:55:00.640,-47.275,-44.233,526.526590
8 Sep 2017 08:56:00.640,-50.985,-45.624,527.482333
8 Sep 2017 08:57:00.640,-54.680,-47.212,528.358064
8 Sep 2017 08:58:00.640,-58.354,-49.067,529.135258
8 Sep 2017 08:59:00.640,-62.001,-51.292,529.796565
8 Sep 2017 09:00:00.640,-65.610,-54.050,530.326120
8 Sep 2017 09:01:00.640,-69.163,-57.609,530.709828
8 Sep 2017 09:02:00.640,-72.627,-62.436,530.935617
8 Sep 2017 09:03:00.640,-75.936,-69.392,530.993667
8 Sep 2017 09:04:00.640,-78.953,-80.124,530.876595
8 Sep 2017 09:05:00.640,-81.367,-97.501,530.579603
8 Sep 2017 09:06:00.640,-82.565,-123.606,530.100590
8 Sep 2017 09:07:00.640,-81.982,-151.849,529.440217
8 Sep 2017 09:08:00.640,-79.922,-172.414,528.601932
8 Sep 2017 09:09:00.640,-77.071,174.831,527.591946
8 Sep 2017 09:10:00.640,-73.841,166.752,526.419176
8 Sep 2017 09:11:00.640,-70.418,161.281,525.095130
8 Sep 2017 09:12:00.640,-66.886,157.330,523.633765
8 Sep 2017 09:13:00.640,-63.286,154.320,522.051290
8 Sep 2017 09:14:00.640,-59.642,151.924,520.365946
8 Sep 2017 09:15:00.640,-55.966,149.949,518.597734
8 Sep 2017 09:16:00.640,-52.267,148.273,516.768127
8 Sep 2017 09:17:00.640,-48.549,146.816,514.899741
8 Sep 2017 09:18:00.640,-44.817,145.524,513.015991
8 Sep 2017 09:19:00.640,-41.072,144.358,511.140728
8 Sep 2017 09:20:00.640,-37.317,143.290,509.297858
8 Sep 2017 09:21:00.640,-33.554,142.299,507.510963
8 Sep 2017 09:22:00.640,-29.782,141.370,505.802917
8 Sep 2017 09:23:00.640,-26.004,140.490,504.195513
8 Sep 2017 09:24:00.640,-22.220,139.648,502.709105
8 Sep 2017 09:25:00.640,-18.431,138.837,501.362267
8 Sep 2017 09:26:00.640,-14.638,138.050,500.171485
8 Sep 2017 09:27:00.640,-10.842,137.281,499.150885
8 Sep 2017 09:28:00.640,-7.043,136.525,498.311995
8 Sep 2017 09:29:00.640,-3.242,135.777,497.663562
8 Sep 2017 09:30:00.640,0.560,135.033,497.211408
8 Sep 2017 09:31:00.640,4.362,134.287,496.958351
8 Sep 2017 09:32:00.640,8.164,133.537,496.904169
8 Sep 2017 09:33:00.640,11.964,132.777,497.045625
8 Sep 2017 09:34:00.640,15.763,132.003,497.376551
8 Sep 2017 09:35:00.640,19.559,131.209,497.887974
8 Sep 2017 09:36:00.640,23.351,130.389,498.568303
8 Sep 2017 09:37:00.640,27.139,129.536,499.403557
8 Sep 2017 09:38:00.640,30.921,128.641,500.377628
8 Sep 2017 09:39:00.640,34.697,127.693,501.472595
8 Sep 2017 09:40:00.640,38.466,126.680,502.669048
8 Sep 2017 09:41:00.640,42.226,125.582,503.946447
8 Sep 2017 09:42:00.640,45.976,124.378,505.283489
8 Sep 2017 09:43:00.640,49.713,123.037,506.658488
8 Sep 2017 09:44:00.640,53.435,121.515,508.049748
8 Sep 2017 09:45:00.640,57.138,119.750,509.435940
8 Sep 2017 09:46:00.640,60.816,117.652,510.796455
8 Sep 2017 09:47:00.640,64.458,115.076,512.111748
8 Sep 2017 09:48:00.640,68.050,111.795,513.363653
8 Sep 2017 09:49:00.640,71.563,107.413,514.535670
8 Sep 2017 09:50:00.640,74.946,101.214,515.613222
8 Sep 2017 09:51:00.640,78.087,91.833,516.583868
8 Sep 2017 09:52:00.640,80.741,76.746,517.437489
8 Sep 2017 09:53:00.640,82.383,53.000,518.166419
8 Sep 2017 09:54:00.640,82.335,24.013,518.765543
8 Sep 2017 09:55:00.640,80.622,0.745,519.232344
8 Sep 2017 09:56:00.640,77.934,-13.954,519.566913
8 Sep 2017 09:57:00.640,74.780,-23.114,519.771905
8 Sep 2017 09:58:00.640,71.394,-29.189,519.852460
8 Sep 2017 09:59:00.640,67.881,-33.498,519.816078
8 Sep 2017 10:00:00.640,64.294,-36.734,519.672454
8 Sep 2017 10:01:00.640,60.658,-39.278,519.433271
8 Sep 2017 10:02:00.640,56.990,-41.356,519.111972
8 Sep 2017 10:03:00.640,53.297,-43.105,518.723481
8 Sep 2017 10:04:00.640,49.586,-44.616,518.283916
8 Sep 2017 10:05:00.640,45.862,-45.949,517.810266
8 Sep 2017 10:06:00.640,42.126,-47.145,517.320061
8 Sep 2017 10:07:00.640,38.381,-48.237,516.831022
8 Sep 2017 10:08:00.640,34.627,-49.246,516.360713
8 Sep 2017 10:09:00.640,30.868,-50.190,515.926193
8 Sep 2017 10:10:00.640,27.103,-51.081,515.543669
8 Sep 2017 10:11:00.640,23.333,-51.931,515.228172
8 Sep 2017 10:12:00.640,19.559,-52.748,514.993248
8 Sep 2017 10:13:00.640,15.783,-53.540,514.850677
8 Sep 2017 10:14:00.640,12.004,-54.311,514.810227
8 Sep 2017 10:15:00.640,8.223,-55.069,514.879442
8 Sep 2017 10:16:00.640,4.441,-55.816,515.063473
8 Sep 2017 10:17:00.640,0.659,-56.559,515.364957
8 Sep 2017 10:18:00.640,-3.123,-57.301,515.783944
8 Sep 2017 10:19:00.640,-6.903,-58.046,516.317871
8 Sep 2017 10:20:00.640,-10.683,-58.799,516.961590
8 Sep 2017 10:21:00.640,-14.460,-59.565,517.707445
8 Sep 2017 10:22:00.640,-18.234,-60.348,518.545400
8 Sep 2017 10:23:00.640,-22.004,-61.155,519.463206
8 Sep 2017 10:24:00.640,-25.770,-61.991,520.446620
8 Sep 2017 10:25:00.640,-29.531,-62.866,521.479651
8 Sep 2017 10:26:00.640,-33.286,-63.789,522.544849
8 Sep 2017 10:27:00.640,-37.034,-64.771,523.623614
8 Sep 2017 10:28:00.640,-40.775,-65.829,524.696527
8 Sep 2017 10:29:00.640,-44.506,-66.983,525.743696
8 Sep 2017 10:30:00.640,-48.226,-68.259,526.745114
8 Sep 2017 10:31:00.640,-51.932,-69.695,527.681008
8 Sep 2017 10:32:00.640,-55.622,-71.344,528.532200
8 Sep 2017 10:33:00.640,-59.290,-73.282,529.280437
8 Sep 2017 10:34:00.640,-62.929,-75.624,529.908726
8 Sep 2017 10:35:00.640,-66.526,-78.556,530.401629
8 Sep 2017 10:36:00.640,-70.060,-82.384,530.745549
8 Sep 2017 10:37:00.640,-73.492,-87.652,530.928973
8 Sep 2017 10:38:00.640,-76.744,-95.374,530.942688
8 Sep 2017 10:39:00.640,-79.647,-107.487,530.779960
8 Sep 2017 10:40:00.640,-81.820,-127.083,530.436673
8 Sep 2017 10:41:00.640,-82.591,-154.829,529.911429
8 Sep 2017 10:42:00.640,-81.565,178.310,529.205598
8 Sep 2017 10:43:00.640,-79.245,160.023,528.323337
8 Sep 2017 10:44:00.640,-76.270,148.736,527.271558
8 Sep 2017 10:45:00.640,-72.979,141.473,526.059847
8 Sep 2017 10:46:00.640,-69.522,136.468,524.700353
8 Sep 2017 10:47:00.640,-65.969,132.800,523.207624
8 Sep 2017 10:48:00.640,-62.356,129.971,521.598407
8 Sep 2017 10:49:00.640,-58.703,127.698,519.891416
8 Sep 2017 10:50:00.640,-55.021,125.809,518.107051
8 Sep 2017 10:51:00.640,-51.316,124.196,516.267103
8 Sep 2017 10:52:00.640,-47.595,122.786,514.394420
8 Sep 2017 10:53:00.640,-43.859,121.529,512.512555
8 Sep 2017 10:54:00.640,-40.111,120.390,510.645402
8 Sep 2017 10:55:00.640,-36.354,119.344,508.816811
8 Sep 2017 10:56:00.640,-32.588,118.370,507.050211
8 Sep 2017 10:57:00.640,-28.815,117.455,505.368222
8 Sep 2017 10:58:00.640,-25.035,116.585,503.792295
8 Sep 2017 10:59:00.640,-21.250,115.752,502.342346
8 Sep 2017 11:00:00.640,-17.460,114.948,501.036432
8 Sep 2017 11:01:00.640,-13.666,114.166,499.890450
8 Sep 2017 11:02:00.640,-9.869,113.401,498.917868
8 Sep 2017 11:03:00.640,-6.069,112.647,498.129507
8 Sep 2017 11:04:00.640,-2.268,111.900,497.533365
8 Sep 2017 11:05:00.640,1.534,111.156,497.134489
8 Sep 2017 11:06:00.640,5.336,110.410,496.934907
8 Sep 2017 11:07:00.640,9.138,109.658,496.933610
8 Sep 2017 11:08:00.640,12.938,108.895,497.126590
8 Sep 2017 11:09:00.640,16.735,108.116,497.506934
8 Sep 2017 11:10:00.640,20.530,107.316,498.064972
8 Sep 2017 11:11:00.640,24.322,106.488,498.788465
8 Sep 2017 11:12:00.640,28.108,105.625,499.662852
8 Sep 2017 11:13:00.640,31.889,104.718,500.671523
8 Sep 2017 11:14:00.640,35.663,103.755,501.796132
8 Sep 2017 11:15:00.640,39.430,102.722,503.016940
8 Sep 2017 11:16:00.640,43.188,101.599,504.313169
8 Sep 2017 11:17:00.640,46.934,100.364,505.663374
8 Sep 2017 11:18:00.640,50.668,98.981,507.045827
8 Sep 2017 11:19:00.640,54.386,97.403,508.438886
8 Sep 2017 11:20:00.640,58.083,95.563,509.821367
8 Sep 2017 11:21:00.640,61.752,93.359,511.172901
8 Sep 2017 11:22:00.640,65.383,90.629,512.474262
8 Sep 2017 11:23:00.640,68.958,87.113,513.707683
8 Sep 2017 11:24:00.640,72.445,82.353,514.857133
8 Sep 2017 11:25:00.640,75.779,75.506,515.908560
8 Sep 2017 11:26:00.640,78.828,64.960,516.850103
8 Sep 2017 11:27:00.640,81.287,47.869,517.672259
8 Sep 2017 11:28:00.640,82.551,21.970,518.368010
8 Sep 2017 11:29:00.640,82.030,-6.497,518.932903
8 Sep 2017 11:30:00.640,80.000,-27.417,519.365094
8 Sep 2017 11:31:00.640,77.159,-40.389,519.665337
8 Sep 2017 11:32:00.640,73.930,-48.581,519.836936
8 Sep 2017 11:33:00.640,70.504,-54.111,519.885655
8 Sep 2017 11:34:00.640,66.969,-58.095,519.819574
8 Sep 2017 11:35:00.640,63.368,-61.126,519.648924
8 Sep 2017 11:36:00.640,59.722,-63.534,519.385870
8 Sep 2017 11:37:00.640,56.047,-65.517,519.044263
8 Sep 2017 11:38:00.640,52.349,-67.198,518.639372
8 Sep 2017 11:39:00.640,48.635,-68.658,518.187574
8 Sep 2017 11:40:00.640,44.907,-69.952,517.706037
8 Sep 2017 11:41:00.640,41.168,-71.120,517.212382
8 Sep 2017 11:42:00.640,37.421,-72.188,516.724332
8 Sep 2017 11:43:00.640,33.666,-73.179,516.259364
8 Sep 2017 11:44:00.640,29.905,-74.108,515.834360
8 Sep 2017 11:45:00.640,26.139,-74.988,515.465267
8 Sep 2017 11:46:00.640,22.368,-75.829,515.166775
8 Sep 2017 11:47:00.640,18.593,-76.639,514.952013
8 Sep 2017 11:48:00.640,14.816,-77.425,514.832281
8 Sep 2017 11:49:00.640,11.037,-78.192,514.816807
8 Sep 2017 11:50:00.640,7.256,-78.946,514.912546
8 Sep 2017 11:51:00.640,3.474,-79.692,515.124030
8 Sep 2017 11:52:00.640,-0.308,-80.435,515.453247
8 Sep 2017 11:53:00.640,-4.090,-81.177,515.899592
8 Sep 2017 11:54:00.640,-7.871,-81.924,516.459845
8 Sep 2017 11:55:00.640,-11.649,-82.680,517.128218
8 Sep 2017 11:56:00.640,-15.426,-83.449,517.896443
8 Sep 2017 11:57:00.640,-19.199,-84.238,518.753909
8 Sep 2017 11:58:00.640,-22.968,-85.052,519.687845
8 Sep 2017 11:59:00.640,-26.733,-85.897,520.683544
8 Sep 2017 12:00:00.640,-30.492,-86.783,521.724623
8 Sep 2017 12:01:00.640,-34.246,-87.720,522.793314
8 Sep 2017 12:02:00.640,-37.992,-88.720,523.870782
8 Sep 2017 12:03:00.640,-41.730,-89.800,524.937462
8 Sep 2017 12:04:00.640,-45.459,-90.982,525.973405
8 Sep 2017 12:05:00.640,-49.176,-92.296,526.958634
8 Sep 2017 12:06:00.640,-52.878,-93.781,527.873503
8 Sep 2017 12:07:00.640,-56.563,-95.495,528.699040
8 Sep 2017 12:08:00.640,-60.225,-97.523,529.417290
8 Sep 2017 12:09:00.640,-63.854,-99.995,530.011633
8 Sep 2017 12:10:00.640,-67.438,-103.121,530.467080
8 Sep 2017 12:11:00.640,-70.951,-107.252,530.770545
8 Sep 2017 12:12:00.640,-74.346,-113.024,530.911088
8 Sep 2017 12:13:00.640,-77.531,-121.637,530.880114
8 Sep 2017 12:14:00.640,-80.295,-135.345,530.671550
8 Sep 2017 12:15:00.640,-82.180,-157.270,530.281966
8 Sep 2017 12:16:00.640,-82.492,174.019,529.710667
8 Sep 2017 12:17:00.640,-81.064,149.092,528.959737
8 Sep 2017 12:18:00.640,-78.527,132.918,528.034042
8 Sep 2017 12:19:00.640,-75.449,122.898,526.941182
8 Sep 2017 12:20:00.640,-72.105,116.338,525.691410
8 Sep 2017 12:21:00.640,-68.619,111.741,524.297502
8 Sep 2017 12:22:00.640,-65.049,108.324,522.774586
8 Sep 2017 12:23:00.640,-61.424,105.659,521.139930
8 Sep 2017 12:24:00.640,-57.762,103.497,519.412702
8 Sep 2017 12:25:00.640,-54.074,101.687,517.613683
8 Sep 2017 12:26:00.640,-50.364,100.132,515.764958
8 Sep 2017 12:27:00.640,-46.639,98.765,513.889584
8 Sep 2017 12:28:00.640,-42.900,97.541,512.011230
8 Sep 2017 12:29:00.640,-39.150,96.429,510.153804
8 Sep 2017 12:30:00.640,-35.390,95.402,508.341076
8 Sep 2017 12:31:00.640,-31.622,94.445,506.596296
8 Sep 2017 12:32:00.640,-27.847,93.542,504.941809
8 Sep 2017 12:33:00.640,-24.066,92.683,503.398695
8 Sep 2017 12:34:00.640,-20.279,91.858,501.986414
8 Sep 2017 12:35:00.640,-16.488,91.060,500.722487
8 Sep 2017 12:36:00.640,-12.693,90.283,499.622200
8 Sep 2017 12:37:00.640,-8.895,89.521,498.698351
8 Sep 2017 12:38:00.640,-5.096,88.770,497.961043
8 Sep 2017 12:39:00.640,-1.294,88.024,497.417515
8 Sep 2017 12:40:00.640,2.508,87.280,497.072035
8 Sep 2017 12:41:00.640,6.310,86.532,496.925842
8 Sep 2017 12:42:00.640,10.111,85.778,496.977139
8 Sep 2017 12:43:00.640,13.911,85.011,497.221156
8 Sep 2017 12:44:00.640,17.708,84.228,497.650245
8 Sep 2017 12:45:00.640,21.502,83.421,498.254047
8 Sep 2017 12:46:00.640,25.292,82.585,499.019698
8 Sep 2017 12:47:00.640,29.077,81.712,499.932071
8 Sep 2017 12:48:00.640,32.856,80.791,500.974075
8 Sep 2017 12:49:00.640,36.629,79.812,502.126965
8 Sep 2017 12:50:00.640,40.393,78.758,503.370693
8 Sep 2017 12:51:00.640,44.148,77.609,504.684269
8 Sep 2017 12:52:00.640,47.892,76.339,506.046133
8 Sep 2017 12:53:00.640,51.622,74.912,507.434539
8 Sep 2017 12:54:00.640,55.335,73.275,508.827921
8 Sep 2017 12:55:00.640,59.025,71.353,510.205269
8 Sep 2017 12:56:00.640,62.686,69.032,511.546470
8 Sep 2017 12:57:00.640,66.305,66.132,512.832643
8 Sep 2017 12:58:00.640,69.861,62.351,514.046437
8 Sep 2017 12:59:00.640,73.317,57.159,515.172304
8 Sep 2017 13:00:00.640,76.595,49.563,516.196735
8 Sep 2017 13:01:00.640,79.532,37.662,517.108458
8 Sep 2017 13:02:00.640,81.755,18.364,517.898596
8 Sep 2017 13:03:00.640,82.595,-9.267,518.560783
8 Sep 2017 13:04:00.640,81.624,-36.434,519.091234
8 Sep 2017 13:05:00.640,79.328,-55.049,519.488774
8 Sep 2017 13:06:00.640,76.359,-66.520,519.754820
8 Sep 2017 13:07:00.640,73.067,-73.878,519.893320
