"Time (LCLG)","Lat (deg)","Lon (deg)","Alt (km)"
1 Sep 2017 00:00:00.640,-34.028,92.554,525.032119
1 Sep 2017 00:01:00.640,-37.772,91.559,526.340183
1 Sep 2017 00:02:00.640,-41.508,90.485,527.627843
1 Sep 2017 00:03:00.640,-45.234,89.310,528.874249
1 Sep 2017 00:04:00.640,-48.948,88.007,530.058559
1 Sep 2017 00:05:00.640,-52.648,86.535,531.160298
1 Sep 2017 00:06:00.640,-56.331,84.839,532.159711
1 Sep 2017 00:07:00.640,-59.990,82.836,533.038101
1 Sep 2017 00:08:00.640,-63.618,80.400,533.778148
1 Sep 2017 00:09:00.640,-67.201,77.330,534.364212
1 Sep 2017 00:10:00.640,-70.716,73.286,534.782602
1 Sep 2017 00:11:00.640,-74.118,67.661,535.021820
1 Sep 2017 00:12:00.640,-77.318,59.314,535.072768
1 Sep 2017 00:13:00.640,-80.120,46.084,534.928918
1 Sep 2017 00:14:00.640,-82.088,24.842,534.586443
1 Sep 2017 00:15:00.640,-82.533,-3.639,534.044309
1 Sep 2017 00:16:00.640,-81.219,-29.141,533.304323
1 Sep 2017 00:17:00.640,-78.744,-45.896,532.371135
1 Sep 2017 00:18:00.640,-75.699,-56.263,531.252202
1 Sep 2017 00:19:00.640,-72.374,-63.019,529.957706
1 Sep 2017 00:20:00.640,-68.901,-67.731,528.500424
1 Sep 2017 00:21:00.640,-65.340,-71.220,526.895570
1 Sep 2017 00:22:00.640,-61.723,-73.932,525.160583
1 Sep 2017 00:23:00.640,-58.068,-76.127,523.314887
1 Sep 2017 00:24:00.640,-54.385,-77.960,521.379614
1 Sep 2017 00:25:00.640,-50.681,-79.533,519.377297
1 Sep 2017 00:26:00.640,-46.961,-80.913,517.331537
1 Sep 2017 00:27:00.640,-43.226,-82.146,515.266647
1 Sep 2017 00:28:00.640,-39.480,-83.267,513.207281
1 Sep 2017 00:29:00.640,-35.725,-84.299,511.178057
1 Sep 2017 00:30:00.640,-31.960,-85.262,509.203165
1 Sep 2017 00:31:00.640,-28.188,-86.168,507.305996
1 Sep 2017 00:32:00.640,-24.410,-87.031,505.508759
1 Sep 2017 00:33:00.640,-20.625,-87.858,503.832135
1 Sep 2017 00:34:00.640,-16.837,-88.658,502.294942
1 Sep 2017 00:35:00.640,-13.043,-89.437,500.913834
1 Sep 2017 00:36:00.640,-9.247,-90.200,499.703040
1 Sep 2017 00:37:00.640,-5.448,-90.952,498.674138
1 Sep 2017 00:38:00.640,-1.647,-91.698,497.835885
1 Sep 2017 00:39:00.640,2.155,-92.442,497.194089
1 Sep 2017 00:40:00.640,5.957,-93.189,496.751543
1 Sep 2017 00:41:00.640,9.758,-93.942,496.508003
1 Sep 2017 00:42:00.640,13.559,-94.708,496.460233
1 Sep 2017 00:43:00.640,17.357,-95.490,496.602098
1 Sep 2017 00:44:00.640,21.153,-96.294,496.924707
1 Sep 2017 00:45:00.640,24.945,-97.127,497.416613
1 Sep 2017 00:46:00.640,28.732,-97.997,498.064048
1 Sep 2017 00:47:00.640,32.514,-98.913,498.851203
1 Sep 2017 00:48:00.640,36.290,-99.887,499.760540
1 Sep 2017 00:49:00.640,40.058,-100.934,500.773131
1 Sep 2017 00:50:00.640,43.816,-102.074,501.869015
1 Sep 2017 00:51:00.640,47.564,-103.333,503.027566
1 Sep 2017 00:52:00.640,51.299,-104.746,504.227874
1 Sep 2017 00:53:00.640,55.017,-106.364,505.449114
1 Sep 2017 00:54:00.640,58.713,-108.259,506.670913
1 Sep 2017 00:55:00.640,62.381,-110.542,507.873706
1 Sep 2017 00:56:00.640,66.007,-113.388,509.039056
1 Sep 2017 00:57:00.640,69.574,-117.084,510.149971
1 Sep 2017 00:58:00.640,73.044,-122.138,511.191168
1 Sep 2017 00:59:00.640,76.344,-129.496,512.149318
1 Sep 2017 01:00:00.640,79.321,-140.972,513.013249
1 Sep 2017 01:01:00.640,81.623,-159.604,513.774104
1 Sep 2017 01:02:00.640,82.595,173.193,514.425463
1 Sep 2017 01:03:00.640,81.752,145.540,514.963419
1 Sep 2017 01:04:00.640,79.526,126.247,515.386604
1 Sep 2017 01:05:00.640,76.587,114.357,515.696182
1 Sep 2017 01:06:00.640,73.308,106.769,515.895786
1 Sep 2017 01:07:00.640,69.853,101.583,515.991417
1 Sep 2017 01:08:00.640,66.300,97.807,515.991303
1 Sep 2017 01:09:00.640,62.684,94.910,515.905713
1 Sep 2017 01:10:00.640,59.029,92.593,515.746741
1 Sep 2017 01:11:00.640,55.345,90.673,515.528054
1 Sep 2017 01:12:00.640,51.640,89.038,515.264607
1 Sep 2017 01:13:00.640,47.919,87.613,514.972341
1 Sep 2017 01:14:00.640,44.186,86.344,514.667856
1 Sep 2017 01:15:00.640,40.442,85.197,514.368072
1 Sep 2017 01:16:00.640,36.690,84.145,514.089878
1 Sep 2017 01:17:00.640,32.932,83.166,513.849788
1 Sep 2017 01:18:00.640,29.167,82.247,513.663595
1 Sep 2017 01:19:00.640,25.397,81.375,513.546034
1 Sep 2017 01:20:00.640,21.624,80.541,513.510470
1 Sep 2017 01:21:00.640,17.847,79.736,513.568605
1 Sep 2017 01:22:00.640,14.068,78.954,513.730216
1 Sep 2017 01:23:00.640,10.287,78.190,514.002932
1 Sep 2017 01:24:00.640,6.505,77.437,514.392045
1 Sep 2017 01:25:00.640,2.723,76.692,514.900371
1 Sep 2017 01:26:00.640,-1.060,75.951,515.528157
1 Sep 2017 01:27:00.640,-4.841,75.208,516.273036
1 Sep 2017 01:28:00.640,-8.621,74.459,517.130033
1 Sep 2017 01:29:00.640,-12.398,73.701,518.091627
1 Sep 2017 01:30:00.640,-16.173,72.928,519.147853
1 Sep 2017 01:31:00.640,-19.944,72.136,520.286459
1 Sep 2017 01:32:00.640,-23.711,71.316,521.493101
1 Sep 2017 01:33:00.640,-27.473,70.464,522.751584
1 Sep 2017 01:34:00.640,-31.229,69.569,524.044133
1 Sep 2017 01:35:00.640,-34.979,68.622,525.351692
1 Sep 2017 01:36:00.640,-38.721,67.608,526.654256
1 Sep 2017 01:37:00.640,-42.455,66.510,527.931208
1 Sep 2017 01:38:00.640,-46.178,65.306,529.161672
1 Sep 2017 01:39:00.640,-49.889,63.964,530.324877
1 Sep 2017 01:40:00.640,-53.585,62.442,531.400506
1 Sep 2017 01:41:00.640,-57.262,60.677,532.369050
1 Sep 2017 01:42:00.640,-60.915,58.578,533.212138
1 Sep 2017 01:43:00.640,-64.533,56.004,533.912857
1 Sep 2017 01:44:00.640,-68.102,52.727,534.456045
1 Sep 2017 01:45:00.640,-71.593,48.354,534.828551
1 Sep 2017 01:46:00.640,-74.955,42.176,535.019474
1 Sep 2017 01:47:00.640,-78.079,32.846,535.020359
1 Sep 2017 01:48:00.640,-80.724,17.875,534.825358
1 Sep 2017 01:49:00.640,-82.372,-5.667,534.431351
1 Sep 2017 01:50:00.640,-82.351,-34.533,533.838026
1 Sep 2017 01:51:00.640,-80.671,-57.879,533.047915
1 Sep 2017 01:52:00.640,-78.009,-72.689,532.066391
1 Sep 2017 01:53:00.640,-74.874,-81.928,530.901612
1 Sep 2017 01:54:00.640,-71.503,-88.054,529.564435
1 Sep 2017 01:55:00.640,-68.003,-92.397,528.068274
1 Sep 2017 01:56:00.640,-64.425,-95.656,526.428929
1 Sep 2017 01:57:00.640,-60.798,-98.218,524.664367
1 Sep 2017 01:58:00.640,-57.135,-100.308,522.794473
1 Sep 2017 01:59:00.640,-53.446,-102.067,520.840762
1 Sep 2017 02:00:00.640,-49.737,-103.586,518.826069
1 Sep 2017 02:01:00.640,-46.013,-104.925,516.774206
1 Sep 2017 02:02:00.640,-42.275,-106.127,514.709604
1 Sep 2017 02:03:00.640,-38.527,-107.223,512.656941
1 Sep 2017 02:04:00.640,-34.768,-108.236,510.640757
1 Sep 2017 02:05:00.640,-31.002,-109.183,508.685069
1 Sep 2017 02:06:00.640,-27.228,-110.078,506.812994
1 Sep 2017 02:07:00.640,-23.448,-110.931,505.046379
1 Sep 2017 02:08:00.640,-19.663,-111.750,503.405455
1 Sep 2017 02:09:00.640,-15.873,-112.544,501.908507
1 Sep 2017 02:10:00.640,-12.079,-113.318,500.571587
1 Sep 2017 02:11:00.640,-8.282,-114.078,499.408260
1 Sep 2017 02:12:00.640,-4.482,-114.828,498.429392
1 Sep 2017 02:13:00.640,-0.681,-115.573,497.642991
1 Sep 2017 02:14:00.640,3.121,-116.318,497.054090
1 Sep 2017 02:15:00.640,6.923,-117.066,496.664699
1 Sep 2017 02:16:00.640,10.725,-117.822,496.473797
1 Sep 2017 02:17:00.640,14.525,-118.591,496.477388
1 Sep 2017 02:18:00.640,18.322,-119.378,496.668610
1 Sep 2017 02:19:00.640,22.117,-120.189,497.037890
1 Sep 2017 02:20:00.640,25.908,-121.031,497.573156
1 Sep 2017 02:21:00.640,29.694,-121.911,498.260081
1 Sep 2017 02:22:00.640,33.475,-122.841,499.082377
1 Sep 2017 02:23:00.640,37.248,-123.832,500.022109
1 Sep 2017 02:24:00.640,41.014,-124.901,501.060041
1 Sep 2017 02:25:00.640,44.770,-126.068,502.175996
1 Sep 2017 02:26:00.640,48.515,-127.362,503.349234
1 Sep 2017 02:27:00.640,52.246,-128.822,504.558820
1 Sep 2017 02:28:00.640,55.958,-130.502,505.784002
1 Sep 2017 02:29:00.640,59.648,-132.483,507.004573
1 Sep 2017 02:30:00.640,63.307,-134.889,508.201214
1 Sep 2017 02:31:00.640,66.921,-137.917,509.355825
1 Sep 2017 02:32:00.640,70.467,-141.898,510.451813
1 Sep 2017 02:33:00.640,73.903,-147.424,511.474367
1 Sep 2017 02:34:00.640,77.141,-155.609,512.410683
1 Sep 2017 02:35:00.640,79.991,-168.576,513.250159
1 Sep 2017 02:36:00.640,82.027,170.498,513.984543
1 Sep 2017 02:37:00.640,82.551,142.002,514.608046
1 Sep 2017 02:38:00.640,81.287,116.076,515.117400
1 Sep 2017 02:39:00.640,78.827,98.976,515.511884
1 Sep 2017 02:40:00.640,75.777,88.431,515.793294
1 Sep 2017 02:41:00.640,72.443,81.588,515.965874
1 Sep 2017 02:42:00.640,68.958,76.830,516.036205
1 Sep 2017 02:43:00.640,65.386,73.316,516.013055
1 Sep 2017 02:44:00.640,61.759,70.589,515.907178
1 Sep 2017 02:45:00.640,58.095,68.386,515.731094
1 Sep 2017 02:46:00.640,54.405,66.548,515.498828
1 Sep 2017 02:47:00.640,50.696,64.972,515.225618
1 Sep 2017 02:48:00.640,46.972,63.591,514.927607
1 Sep 2017 02:49:00.640,43.236,62.356,514.621512
1 Sep 2017 02:50:00.640,39.490,61.236,514.324284
1 Sep 2017 02:51:00.640,35.736,60.203,514.052756
1 Sep 2017 02:52:00.640,31.976,59.242,513.823297
1 Sep 2017 02:53:00.640,28.210,58.336,513.651468
1 Sep 2017 02:54:00.640,24.440,57.474,513.551694
1 Sep 2017 02:55:00.640,20.665,56.648,513.536950
1 Sep 2017 02:56:00.640,16.888,55.849,513.618483
1 Sep 2017 02:57:00.640,13.108,55.072,513.805553
1 Sep 2017 02:58:00.640,9.327,54.311,514.105220
1 Sep 2017 02:59:00.640,5.545,53.561,514.522169
1 Sep 2017 03:00:00.640,1.762,52.817,515.058582
1 Sep 2017 03:01:00.640,-2.020,52.076,515.714052
1 Sep 2017 03:02:00.640,-5.801,51.332,516.485561
1 Sep 2017 03:03:00.640,-9.580,50.582,517.367489
1 Sep 2017 03:04:00.640,-13.357,49.820,518.351695
1 Sep 2017 03:05:00.640,-17.131,49.043,519.427626
1 Sep 2017 03:06:00.640,-20.901,48.244,520.582491
1 Sep 2017 03:07:00.640,-24.667,47.417,521.801462
1 Sep 2017 03:08:00.640,-28.427,46.555,523.067927
1 Sep 2017 03:09:00.640,-32.182,45.648,524.363766
1 Sep 2017 03:10:00.640,-35.930,44.685,525.669662
1 Sep 2017 03:11:00.640,-39.670,43.652,526.965430
1 Sep 2017 03:12:00.640,-43.401,42.529,528.230364
1 Sep 2017 03:13:00.640,-47.122,41.294,529.443590
1 Sep 2017 03:14:00.640,-50.829,39.911,530.584427
1 Sep 2017 03:15:00.640,-54.521,38.333,531.632741
1 Sep 2017 03:16:00.640,-58.193,36.494,532.569286
1 Sep 2017 03:17:00.640,-61.837,34.291,533.376041
1 Sep 2017 03:18:00.640,-65.445,31.564,534.036518
1 Sep 2017 03:19:00.640,-68.997,28.054,534.536048
1 Sep 2017 03:20:00.640,-72.462,23.308,534.862037
1 Sep 2017 03:21:00.640,-75.778,16.494,535.004194
1 Sep 2017 03:22:00.640,-78.811,6.020,534.954715
1 Sep 2017 03:23:00.640,-81.265,-10.915,534.708441
1 Sep 2017 03:24:00.640,-82.544,-36.590,534.262963
1 Sep 2017 03:25:00.640,-82.058,-65.000,533.618693
1 Sep 2017 03:26:00.640,-80.062,-86.040,532.778890
1 Sep 2017 03:27:00.640,-77.245,-99.129,531.749642
1 Sep 2017 03:28:00.640,-74.034,-107.398,530.539805
1 Sep 2017 03:29:00.640,-70.623,-112.978,529.160902
1 Sep 2017 03:30:00.640,-67.100,-116.995,527.626970
1 Sep 2017 03:31:00.640,-63.508,-120.049,525.954384
1 Sep 2017 03:32:00.640,-59.870,-122.473,524.161620
1 Sep 2017 03:33:00.640,-56.199,-124.469,522.269004
1 Sep 2017 03:34:00.640,-52.505,-126.160,520.298417
1 Sep 2017 03:35:00.640,-48.792,-127.628,518.272971
1 Sep 2017 03:36:00.640,-45.064,-128.928,516.216667
1 Sep 2017 03:37:00.640,-41.324,-130.101,514.154031
1 Sep 2017 03:38:00.640,-37.572,-131.174,512.109737
1 Sep 2017 03:39:00.640,-33.812,-132.169,510.108221
1 Sep 2017 03:40:00.640,-30.043,-133.101,508.173303
1 Sep 2017 03:41:00.640,-26.268,-133.984,506.327804
1 Sep 2017 03:42:00.640,-22.486,-134.828,504.593185
1 Sep 2017 03:43:00.640,-18.700,-135.641,502.989203
1 Sep 2017 03:44:00.640,-14.908,-136.429,501.533593
1 Sep 2017 03:45:00.640,-11.114,-137.199,500.241789
1 Sep 2017 03:46:00.640,-7.316,-137.956,499.126678
1 Sep 2017 03:47:00.640,-3.516,-138.704,498.198402
1 Sep 2017 03:48:00.640,0.286,-139.449,497.464210
1 Sep 2017 03:49:00.640,4.088,-140.194,496.928361
1 Sep 2017 03:50:00.640,7.890,-140.943,496.592080
1 Sep 2017 03:51:00.640,11.691,-141.702,496.453572
1 Sep 2017 03:52:00.640,15.490,-142.475,496.508088
1 Sep 2017 03:53:00.640,19.288,-143.268,496.748048
1 Sep 2017 03:54:00.640,23.081,-144.086,497.163212
1 Sep 2017 03:55:00.640,26.871,-144.937,497.740898
1 Sep 2017 03:56:00.640,30.656,-145.829,498.466242
1 Sep 2017 03:57:00.640,34.435,-146.773,499.322494
1 Sep 2017 03:58:00.640,38.207,-147.782,500.291343
1 Sep 2017 03:59:00.640,41.970,-148.874,501.353272
1 Sep 2017 04:00:00.640,45.723,-150.070,502.487914
1 Sep 2017 04:01:00.640,49.465,-151.402,503.674434
1 Sep 2017 04:02:00.640,53.191,-152.911,504.891900
1 Sep 2017 04:03:00.640,56.899,-154.659,506.119658
1 Sep 2017 04:04:00.640,60.582,-156.735,507.337685
1 Sep 2017 04:05:00.640,64.230,-159.276,508.526937
1 Sep 2017 04:06:00.640,67.830,-162.508,509.669660
1 Sep 2017 04:07:00.640,71.353,-166.810,510.749687
1 Sep 2017 04:08:00.640,74.749,-172.876,511.752689
1 Sep 2017 04:09:00.640,77.913,177.977,512.666402
1 Sep 2017 04:10:00.640,80.610,163.296,513.480802
1 Sep 2017 04:11:00.640,82.331,140.033,514.188253
1 Sep 2017 04:12:00.640,82.386,111.015,514.783598
1 Sep 2017 04:13:00.640,80.745,87.231,515.264213
1 Sep 2017 04:14:00.640,78.091,72.125,515.630019
1 Sep 2017 04:15:00.640,74.950,62.738,515.883441
1 Sep 2017 04:16:00.640,71.568,56.538,516.029328
1 Sep 2017 04:17:00.640,68.057,52.156,516.074834
1 Sep 2017 04:18:00.640,64.469,48.875,516.029249
1 Sep 2017 04:19:00.640,60.831,46.301,515.903803
1 Sep 2017 04:20:00.640,57.160,44.203,515.711424
1 Sep 2017 04:21:00.640,53.465,42.440,515.466475
1 Sep 2017 04:22:00.640,49.751,40.919,515.184458
1 Sep 2017 04:23:00.640,46.024,39.578,514.881698
1 Sep 2017 04:24:00.640,42.285,38.376,514.575008
1 Sep 2017 04:25:00.640,38.537,37.279,514.281347
1 Sep 2017 04:26:00.640,34.782,36.267,514.017469
1 Sep 2017 04:27:00.640,31.020,35.320,513.799576
1 Sep 2017 04:28:00.640,27.253,34.427,513.642978
1 Sep 2017 04:29:00.640,23.481,33.575,513.561768
1 Sep 2017 04:30:00.640,19.706,32.756,513.568516
1 Sep 2017 04:31:00.640,15.928,31.964,513.673995
1 Sep 2017 04:32:00.640,12.148,31.191,513.886934
1 Sep 2017 04:33:00.640,8.366,30.434,514.213816
1 Sep 2017 04:34:00.640,4.584,29.686,514.658709
1 Sep 2017 04:35:00.640,0.802,28.943,515.223154
1 Sep 2017 04:36:00.640,-2.980,28.201,515.906093
1 Sep 2017 04:37:00.640,-6.761,27.456,516.703853
1 Sep 2017 04:38:00.640,-10.540,26.703,517.610178
1 Sep 2017 04:39:00.640,-14.316,25.938,518.616310
1 Sep 2017 04:40:00.640,-18.089,25.156,519.711123
1 Sep 2017 04:41:00.640,-21.858,24.351,520.881298
1 Sep 2017 04:42:00.640,-25.622,23.515,522.111539
1 Sep 2017 04:43:00.640,-29.381,22.643,523.384836
1 Sep 2017 04:44:00.640,-33.135,21.723,524.682744
1 Sep 2017 04:45:00.640,-36.881,20.743,525.985704
1 Sep 2017 04:46:00.640,-40.619,19.690,527.273375
1 Sep 2017 04:47:00.640,-44.347,18.541,528.524985
1 Sep 2017 04:48:00.640,-48.065,17.272,529.719683
1 Sep 2017 04:49:00.640,-51.768,15.844,530.836903
1 Sep 2017 04:50:00.640,-55.456,14.208,531.856712
1 Sep 2017 04:51:00.640,-59.121,12.288,532.760154
1 Sep 2017 04:52:00.640,-62.758,9.969,533.529574
1 Sep 2017 04:53:00.640,-66.353,7.074,534.148928
1 Sep 2017 04:54:00.640,-69.887,3.304,534.604056
1 Sep 2017 04:55:00.640,-73.322,-1.867,534.882936
1 Sep 2017 04:56:00.640,-76.583,-9.418,534.975897
1 Sep 2017 04:57:00.640,-79.507,-21.219,534.875800
1 Sep 2017 04:58:00.640,-81.731,-40.317,534.578177
1 Sep 2017 04:59:00.640,-82.596,-67.731,534.081337
1 Sep 2017 05:00:00.640,-81.665,-94.917,533.386416
1 Sep 2017 05:01:00.640,-79.401,-113.678,532.497399
1 Sep 2017 05:02:00.640,-76.456,-125.266,531.421085
1 Sep 2017 05:03:00.640,-73.182,-132.700,530.167023
1 Sep 2017 05:04:00.640,-69.736,-137.803,528.747388
1 Sep 2017 05:05:00.640,-66.192,-141.532,527.176833
1 Sep 2017 05:06:00.640,-62.587,-144.401,525.472287
1 Sep 2017 05:07:00.640,-58.940,-146.702,523.652722
1 Sep 2017 05:08:00.640,-55.263,-148.610,521.738887
1 Sep 2017 05:09:00.640,-51.563,-150.238,519.753004
1 Sep 2017 05:10:00.640,-47.846,-151.658,517.718442
1 Sep 2017 05:11:00.640,-44.114,-152.923,515.659365
1 Sep 2017 05:12:00.640,-40.371,-154.068,513.600370
1 Sep 2017 05:13:00.640,-36.617,-155.120,511.566102
1 Sep 2017 05:14:00.640,-32.855,-156.097,509.580870
1 Sep 2017 05:15:00.640,-29.084,-157.016,507.668269
1 Sep 2017 05:16:00.640,-25.307,-157.889,505.850802
1 Sep 2017 05:17:00.640,-21.524,-158.724,504.149519
1 Sep 2017 05:18:00.640,-17.736,-159.529,502.583685
1 Sep 2017 05:19:00.640,-13.944,-160.312,501.170466
1 Sep 2017 05:20:00.640,-10.148,-161.079,499.924660
1 Sep 2017 05:21:00.640,-6.350,-161.833,498.858463
1 Sep 2017 05:22:00.640,-2.549,-162.580,497.981285
1 Sep 2017 05:23:00.640,1.252,-163.324,497.299610
1 Sep 2017 05:24:00.640,5.055,-164.070,496.816916
1 Sep 2017 05:25:00.640,8.856,-164.821,496.533647
1 Sep 2017 05:26:00.640,12.657,-165.584,496.447236
1 Sep 2017 05:27:00.640,16.456,-166.361,496.552191
1 Sep 2017 05:28:00.640,20.253,-167.159,496.840226
1 Sep 2017 05:29:00.640,24.045,-167.985,497.300446
1 Sep 2017 05:30:00.640,27.834,-168.845,497.919576
1 Sep 2017 05:31:00.640,31.617,-169.750,498.682232
1 Sep 2017 05:32:00.640,35.395,-170.709,499.571227
1 Sep 2017 05:33:00.640,39.164,-171.737,500.567898
1 Sep 2017 05:34:00.640,42.925,-172.853,501.652465
1 Sep 2017 05:35:00.640,46.676,-174.081,502.804400
1 Sep 2017 05:36:00.640,50.414,-175.453,504.002797
1 Sep 2017 05:37:00.640,54.136,-177.016,505.226751
1 Sep 2017 05:38:00.640,57.838,-178.837,506.455728
1 Sep 2017 05:39:00.640,61.513,178.984,507.669913
1 Sep 2017 05:40:00.640,65.151,176.293,508.850555
1 Sep 2017 05:41:00.640,68.734,172.834,509.980271
1 Sep 2017 05:42:00.640,72.231,168.167,511.043332
1 Sep 2017 05:43:00.640,75.582,161.478,512.025909
1 Sep 2017 05:44:00.640,78.657,151.213,512.916286
1 Sep 2017 05:45:00.640,81.168,134.588,513.705031
1 Sep 2017 05:46:00.640,82.524,109.123,514.385126
1 Sep 2017 05:47:00.640,82.107,80.435,514.952052
1 Sep 2017 05:48:00.640,80.140,58.974,515.403831
1 Sep 2017 05:49:00.640,77.326,45.636,515.741023
1 Sep 2017 05:50:00.640,74.107,37.244,515.966678
1 Sep 2017 05:51:00.640,70.686,31.602,516.086242
1 Sep 2017 05:52:00.640,67.151,27.551,516.107430
1 Sep 2017 05:53:00.640,63.548,24.479,516.040045
1 Sep 2017 05:54:00.640,59.901,22.043,515.895773
1 Sep 2017 05:55:00.640,56.223,20.042,515.687937
1 Sep 2017 05:56:00.640,52.523,18.347,515.431219
1 Sep 2017 05:57:00.640,48.806,16.877,515.141365
1 Sep 2017 05:58:00.640,45.075,15.575,514.834860
1 Sep 2017 05:59:00.640,41.334,14.402,514.528591
1 Sep 2017 06:00:00.640,37.584,13.329,514.239504
1 Sep 2017 06:01:00.640,33.827,12.334,513.984251
1 Sep 2017 06:02:00.640,30.064,11.402,513.778845
1 Sep 2017 06:03:00.640,26.295,10.520,513.638325
1 Sep 2017 06:04:00.640,22.523,9.678,513.576431
1 Sep 2017 06:05:00.640,18.747,8.866,513.605312
1 Sep 2017 06:06:00.640,14.968,8.080,513.735252
1 Sep 2017 06:07:00.640,11.188,7.311,513.974437
1 Sep 2017 06:08:00.640,7.406,6.557,514.328758
1 Sep 2017 06:09:00.640,3.623,5.810,514.801663
1 Sep 2017 06:10:00.640,-0.159,5.068,515.394045
1 Sep 2017 06:11:00.640,-3.940,4.326,516.104196
1 Sep 2017 06:12:00.640,-7.721,3.579,516.927789
1 Sep 2017 06:13:00.640,-11.499,2.824,517.857936
1 Sep 2017 06:14:00.640,-15.274,2.055,518.885275
1 Sep 2017 06:15:00.640,-19.046,1.268,519.998113
1 Sep 2017 06:16:00.640,-22.814,0.455,521.182620
1 Sep 2017 06:17:00.640,-26.577,-0.389,522.423050
1 Sep 2017 06:18:00.640,-30.335,-1.272,523.702009
1 Sep 2017 06:19:00.640,-34.087,-2.206,525.000749
1 Sep 2017 06:20:00.640,-37.831,-3.203,526.299492
1 Sep 2017 06:21:00.640,-41.566,-4.279,527.577763
1 Sep 2017 06:22:00.640,-45.292,-5.455,528.814744
1 Sep 2017 06:23:00.640,-49.007,-6.761,529.989634
1 Sep 2017 06:24:00.640,-52.707,-8.235,531.082002
1 Sep 2017 06:25:00.640,-56.389,-9.935,532.072138
1 Sep 2017 06:26:00.640,-60.048,-11.944,532.941396
1 Sep 2017 06:27:00.640,-63.676,-14.389,533.672509
1 Sep 2017 06:28:00.640,-67.258,-17.471,534.249892
1 Sep 2017 06:29:00.640,-70.771,-21.535,534.659913
1 Sep 2017 06:30:00.640,-74.171,-27.192,534.891133
1 Sep 2017 06:31:00.640,-77.367,-35.598,534.934514
1 Sep 2017 06:32:00.640,-80.160,-48.932,534.783587
1 Sep 2017 06:33:00.640,-82.110,-70.322,534.434588
1 Sep 2017 06:34:00.640,-82.525,-98.854,533.886542
1 Sep 2017 06:35:00.640,-81.186,-124.227,533.141313
1 Sep 2017 06:36:00.640,-78.698,-140.852,532.203607
1 Sep 2017 06:37:00.640,-75.646,-151.142,531.080933
1 Sep 2017 06:38:00.640,-72.319,-157.855,529.783519
1 Sep 2017 06:39:00.640,-68.843,-162.542,528.324189
1 Sep 2017 06:40:00.640,-65.281,-166.015,526.718192
1 Sep 2017 06:41:00.640,-61.663,-168.718,524.983001
1 Sep 2017 06:42:00.640,-58.007,-170.905,523.138065
1 Sep 2017 06:43:00.640,-54.324,-172.733,521.204534
1 Sep 2017 06:44:00.640,-50.620,-174.302,519.204952
1 Sep 2017 06:45:00.640,-46.899,-175.679,517.162919
1 Sep 2017 06:46:00.640,-43.164,-176.911,515.102743
1 Sep 2017 06:47:00.640,-39.418,-178.030,513.049062
1 Sep 2017 06:48:00.640,-35.661,-179.061,511.026469
1 Sep 2017 06:49:00.640,-31.897,179.978,509.059120
1 Sep 2017 06:50:00.640,-28.125,179.072,507.170362
1 Sep 2017 06:51:00.640,-24.346,178.210,505.382353
1 Sep 2017 06:52:00.640,-20.562,177.383,503.715715
1 Sep 2017 06:53:00.640,-16.772,176.583,502.189196
1 Sep 2017 06:54:00.640,-12.979,175.805,500.819376
1 Sep 2017 06:55:00.640,-9.183,175.042,499.620404
1 Sep 2017 06:56:00.640,-5.384,174.290,498.603771
1 Sep 2017 06:57:00.640,-1.583,173.545,497.778144
1 Sep 2017 06:58:00.640,2.219,172.800,497.149240
1 Sep 2017 06:59:00.640,6.021,172.053,496.719753
1 Sep 2017 07:00:00.640,9.823,171.300,496.489345
1 Sep 2017 07:01:00.640,13.623,170.534,496.454686
1 Sep 2017 07:02:00.640,17.422,169.752,496.609546
1 Sep 2017 07:03:00.640,21.217,168.947,496.944946
1 Sep 2017 07:04:00.640,25.009,168.113,497.449351
1 Sep 2017 07:05:00.640,28.797,167.243,498.108913
1 Sep 2017 07:06:00.640,32.578,166.326,498.907746
1 Sep 2017 07:07:00.640,36.354,165.351,499.828246
1 Sep 2017 07:08:00.640,40.121,164.302,500.851422
1 Sep 2017 07:09:00.640,43.880,163.160,501.957259
1 Sep 2017 07:10:00.640,47.628,161.899,503.125086
1 Sep 2017 07:11:00.640,51.362,160.484,504.333954
1 Sep 2017 07:12:00.640,55.079,158.862,505.563010
1 Sep 2017 07:13:00.640,58.775,156.961,506.791861
1 Sep 2017 07:14:00.640,62.442,154.670,508.000924
1 Sep 2017 07:15:00.640,66.068,151.813,509.171761
1 Sep 2017 07:16:00.640,69.633,148.100,510.287377
1 Sep 2017 07:17:00.640,73.100,143.016,511.332498
1 Sep 2017 07:18:00.640,76.397,135.608,512.293809
1 Sep 2017 07:19:00.640,79.366,124.042,513.160155
1 Sep 2017 07:20:00.640,81.652,105.264,513.922704
1 Sep 2017 07:21:00.640,82.596,77.957,514.575063
1 Sep 2017 07:22:00.640,81.725,50.400,515.113352
1 Sep 2017 07:23:00.640,79.482,31.256,515.536240
1 Sep 2017 07:24:00.640,76.535,19.459,515.844923
1 Sep 2017 07:25:00.640,73.252,11.923,516.043070
1 Sep 2017 07:26:00.640,69.796,6.766,516.136717
1 Sep 2017 07:27:00.640,66.241,3.009,516.134127
1 Sep 2017 07:28:00.640,62.625,0.123,516.045606
1 Sep 2017 07:29:00.640,58.969,-2.187,515.883280
