"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
1 Oct 2017 00:00:00.000,-63.604,127.486,520.413422,-0.060379,-0.045271,0.015892
1 Oct 2017 00:01:00.000,-67.201,124.408,521.315134,-0.059461,-0.058237,0.014120
1 Oct 2017 00:02:00.000,-70.729,120.350,522.103243,-0.058015,-0.078662,0.012111
1 Oct 2017 00:03:00.000,-74.142,114.698,522.764536,-0.055547,-0.112802,0.009900
1 Oct 2017 00:04:00.000,-77.352,106.294,523.288016,-0.050918,-0.173284,0.007524
1 Oct 2017 00:05:00.000,-80.157,92.945,523.665081,-0.041393,-0.281541,0.005026
1 Oct 2017 00:06:00.000,-82.115,71.493,523.889661,-0.021692,-0.434786,0.002449
1 Oct 2017 00:07:00.000,-82.528,42.859,523.958325,0.008734,-0.483414,-0.000163
1 Oct 2017 00:08:00.000,-81.177,17.445,523.870322,0.034183,-0.348700,-0.002765
1 Oct 2017 00:09:00.000,-78.677,0.835,523.627604,0.047516,-0.214449,-0.005312
1 Oct 2017 00:10:00.000,-75.613,-9.430,523.234783,0.053848,-0.135518,-0.007760
1 Oct 2017 00:11:00.000,-72.275,-16.122,522.699057,0.057078,-0.091692,-0.010068
1 Oct 2017 00:12:00.000,-68.791,-20.794,522.030090,0.058893,-0.066183,-0.012195
1 Oct 2017 00:13:00.000,-65.222,-24.256,521.239851,0.060007,-0.050401,-0.014104
1 Oct 2017 00:14:00.000,-61.598,-26.950,520.342412,0.060742,-0.040084,-0.015763
1 Oct 2017 00:15:00.000,-57.937,-29.131,519.353711,0.061257,-0.033024,-0.017142
1 Oct 2017 00:16:00.000,-54.250,-30.953,518.291285,0.061637,-0.028008,-0.018217
1 Oct 2017 00:17:00.000,-50.543,-32.518,517.173972,0.061930,-0.024333,-0.018969
1 Oct 2017 00:18:00.000,-46.820,-33.892,516.021583,0.062163,-0.021574,-0.019384
1 Oct 2017 00:19:00.000,-43.084,-35.120,514.854566,0.062354,-0.019461,-0.019456
1 Oct 2017 00:20:00.000,-39.338,-36.236,513.693642,0.062515,-0.017816,-0.019182
1 Oct 2017 00:21:00.000,-35.583,-37.265,512.559450,0.062650,-0.016521,-0.018567
1 Oct 2017 00:22:00.000,-31.820,-38.224,511.472171,0.062767,-0.015493,-0.017621
1 Oct 2017 00:23:00.000,-28.051,-39.128,510.451174,0.062866,-0.014674,-0.016362
1 Oct 2017 00:24:00.000,-24.276,-39.988,509.514664,0.062951,-0.014022,-0.014810
1 Oct 2017 00:25:00.000,-20.497,-40.813,508.679350,0.063023,-0.013506,-0.012995
1 Oct 2017 00:26:00.000,-16.714,-41.611,507.960140,0.063082,-0.013104,-0.010947
1 Oct 2017 00:27:00.000,-12.927,-42.388,507.369868,0.063128,-0.012801,-0.008704
1 Oct 2017 00:28:00.000,-9.139,-43.149,506.919054,0.063163,-0.012583,-0.006307
1 Oct 2017 00:29:00.000,-5.348,-43.900,506.615707,0.063185,-0.012445,-0.003798
1 Oct 2017 00:30:00.000,-1.557,-44.644,506.465180,0.063196,-0.012380,-0.001222
1 Oct 2017 00:31:00.000,2.235,-45.386,506.470066,0.063195,-0.012386,0.001374
1 Oct 2017 00:32:00.000,6.027,-46.132,506.630151,0.063183,-0.012464,0.003942
1 Oct 2017 00:33:00.000,9.817,-46.884,506.942421,0.063158,-0.012616,0.006438
1 Oct 2017 00:34:00.000,13.605,-47.647,507.401112,0.063122,-0.012848,0.008815
1 Oct 2017 00:35:00.000,17.391,-48.427,507.997829,0.063074,-0.013169,0.011030
1 Oct 2017 00:36:00.000,21.174,-49.229,508.721694,0.063013,-0.013590,0.013046
1 Oct 2017 00:37:00.000,24.953,-50.060,509.559554,0.062939,-0.014128,0.014824
1 Oct 2017 00:38:00.000,28.726,-50.928,510.496227,0.062852,-0.014808,0.016334
1 Oct 2017 00:39:00.000,32.495,-51.841,511.514778,0.062750,-0.015661,0.017549
1 Oct 2017 00:40:00.000,36.256,-52.811,512.596831,0.062631,-0.016732,0.018448
1 Oct 2017 00:41:00.000,40.010,-53.854,513.722906,0.062491,-0.018083,0.019014
1 Oct 2017 00:42:00.000,43.755,-54.989,514.872769,0.062326,-0.019802,0.019240
1 Oct 2017 00:43:00.000,47.488,-56.240,516.025794,0.062128,-0.022016,0.019120
1 Oct 2017 00:44:00.000,51.209,-57.644,517.161330,0.061886,-0.024917,0.018658
1 Oct 2017 00:45:00.000,54.913,-59.250,518.259063,0.061580,-0.028795,0.017863
1 Oct 2017 00:46:00.000,58.597,-61.128,519.299374,0.061180,-0.034117,0.016748
1 Oct 2017 00:47:00.000,62.252,-63.388,520.263673,0.060633,-0.041653,0.015334
1 Oct 2017 00:48:00.000,65.868,-66.197,521.134723,0.059845,-0.052750,0.013646
1 Oct 2017 00:49:00.000,69.425,-69.837,521.896932,0.058637,-0.069883,0.011713
1 Oct 2017 00:50:00.000,72.889,-74.797,522.536615,0.056637,-0.097877,0.009569
1 Oct 2017 00:51:00.000,76.190,-81.988,523.042228,0.053017,-0.146488,0.007252
1 Oct 2017 00:52:00.000,79.181,-93.154,523.404556,0.045799,-0.234248,0.004802
1 Oct 2017 00:53:00.000,81.527,-111.265,523.616873,0.030575,-0.377565,0.002261
1 Oct 2017 00:54:00.000,82.592,-138.033,523.675052,0.003063,-0.491708,-0.000327
1 Oct 2017 00:55:00.000,81.855,-165.949,523.577634,-0.026233,-0.407993,-0.002916
1 Oct 2017 00:56:00.000,79.696,174.244,523.325856,-0.043685,-0.257572,-0.005463
1 Oct 2017 00:57:00.000,76.795,162.009,522.923631,-0.052007,-0.159564,-0.007922
1 Oct 2017 00:58:00.000,73.538,154.225,522.377486,-0.056111,-0.105186,-0.010251
1 Oct 2017 00:59:00.000,70.098,148.925,521.696459,-0.058337,-0.074207,-0.012410
1 Oct 2017 01:00:00.000,66.555,145.079,520.891949,-0.059661,-0.055467,-0.014360
1 Oct 2017 01:01:00.000,62.948,142.137,519.977528,-0.060513,-0.043452,-0.016067
1 Oct 2017 01:02:00.000,59.299,139.787,518.968722,-0.061098,-0.035361,-0.017500
1 Oct 2017 01:03:00.000,55.620,137.845,517.882745,-0.061523,-0.029687,-0.018634
1 Oct 2017 01:04:00.000,51.918,136.194,516.738217,-0.061845,-0.025575,-0.019448
1 Oct 2017 01:05:00.000,48.200,134.755,515.554842,-0.062099,-0.022513,-0.019926
1 Oct 2017 01:06:00.000,44.467,133.478,514.353073,-0.062305,-0.020184,-0.020059
1 Oct 2017 01:07:00.000,40.724,132.323,513.153759,-0.062476,-0.018382,-0.019844
1 Oct 2017 01:08:00.000,36.971,131.264,511.977782,-0.062621,-0.016968,-0.019282
1 Oct 2017 01:09:00.000,33.210,130.281,510.845686,-0.062745,-0.015849,-0.018383
1 Oct 2017 01:10:00.000,29.442,129.358,509.777318,-0.062851,-0.014958,-0.017161
1 Oct 2017 01:11:00.000,25.668,128.482,508.791463,-0.062941,-0.014248,-0.015637
1 Oct 2017 01:12:00.000,21.889,127.645,507.905513,-0.063018,-0.013684,-0.013836
1 Oct 2017 01:13:00.000,18.106,126.838,507.135145,-0.063081,-0.013243,-0.011790
1 Oct 2017 01:14:00.000,14.320,126.054,506.494035,-0.063132,-0.012904,-0.009534
1 Oct 2017 01:15:00.000,10.530,125.287,505.993603,-0.063171,-0.012656,-0.007108
1 Oct 2017 01:16:00.000,6.739,124.533,505.642803,-0.063198,-0.012489,-0.004555
1 Oct 2017 01:17:00.000,2.947,123.787,505.447956,-0.063213,-0.012398,-0.001918
1 Oct 2017 01:18:00.000,-0.846,123.044,505.412628,-0.063216,-0.012378,0.000754
1 Oct 2017 01:19:00.000,-4.639,122.300,505.537567,-0.063207,-0.012430,0.003415
1 Oct 2017 01:20:00.000,-8.431,121.551,505.820686,-0.063187,-0.012554,0.006018
1 Oct 2017 01:21:00.000,-12.221,120.792,506.257101,-0.063154,-0.012756,0.008516
1 Oct 2017 01:22:00.000,-16.009,120.019,506.839224,-0.063110,-0.013043,0.010866
1 Oct 2017 01:23:00.000,-19.794,119.225,507.556904,-0.063053,-0.013426,0.013027
1 Oct 2017 01:24:00.000,-23.575,118.405,508.397612,-0.062983,-0.013919,0.014960
1 Oct 2017 01:25:00.000,-27.352,117.552,509.346677,-0.062900,-0.014544,0.016632
1 Oct 2017 01:26:00.000,-31.123,116.657,510.387553,-0.062803,-0.015330,0.018015
1 Oct 2017 01:27:00.000,-34.888,115.709,511.502120,-0.062689,-0.016316,0.019084
1 Oct 2017 01:28:00.000,-38.645,114.694,512.671015,-0.062556,-0.017557,0.019823
1 Oct 2017 01:29:00.000,-42.394,113.595,513.873978,-0.062400,-0.019130,0.020218
1 Oct 2017 01:30:00.000,-46.133,112.389,515.090213,-0.062214,-0.021146,0.020264
1 Oct 2017 01:31:00.000,-49.859,111.045,516.298758,-0.061988,-0.023770,0.019961
1 Oct 2017 01:32:00.000,-53.570,109.520,517.478846,-0.061707,-0.027251,0.019317
1 Oct 2017 01:33:00.000,-57.262,107.750,518.610274,-0.061345,-0.031980,0.018342
1 Oct 2017 01:34:00.000,-60.929,105.645,519.673740,-0.060858,-0.038595,0.017054
1 Oct 2017 01:35:00.000,-64.561,103.060,520.651178,-0.060171,-0.048190,0.015478
1 Oct 2017 01:36:00.000,-68.143,99.764,521.526060,-0.059143,-0.062736,0.013641
1 Oct 2017 01:37:00.000,-71.646,95.360,522.283672,-0.057492,-0.085997,0.011575
1 Oct 2017 01:38:00.000,-75.018,89.124,522.911361,-0.054605,-0.125517,0.009317
1 Oct 2017 01:39:00.000,-78.146,79.679,523.398739,-0.049044,-0.196319,0.006905
1 Oct 2017 01:40:00.000,-80.784,64.486,523.737855,-0.037417,-0.320170,0.004382
1 Oct 2017 01:41:00.000,-82.401,40.628,523.923322,-0.014276,-0.467687,0.001792
1 Oct 2017 01:42:00.000,-82.325,11.675,523.952405,0.016656,-0.458601,-0.000822
1 Oct 2017 01:43:00.000,-80.597,-11.450,523.825063,0.038730,-0.307825,-0.003414
1 Oct 2017 01:44:00.000,-77.904,-26.046,523.543948,0.049660,-0.188801,-0.005940
1 Oct 2017 01:45:00.000,-74.749,-35.151,523.114359,0.054909,-0.121371,-0.008356
1 Oct 2017 01:46:00.000,-71.364,-41.197,522.544151,0.057656,-0.083618,-0.010620
1 Oct 2017 01:47:00.000,-67.853,-45.489,521.843610,0.059239,-0.061285,-0.012694
1 Oct 2017 01:48:00.000,-64.267,-48.715,521.025272,0.060230,-0.047253,-0.014541
1 Oct 2017 01:49:00.000,-60.632,-51.253,520.103721,0.060895,-0.037960,-0.016129
1 Oct 2017 01:50:00.000,-56.963,-53.327,519.095340,0.061368,-0.031532,-0.017431
1 Oct 2017 01:51:00.000,-53.270,-55.073,518.018032,0.061721,-0.026925,-0.018423
1 Oct 2017 01:52:00.000,-49.558,-56.582,516.890918,0.061996,-0.023527,-0.019088
1 Oct 2017 01:53:00.000,-45.832,-57.913,515.734005,0.062217,-0.020960,-0.019415
1 Oct 2017 01:54:00.000,-42.093,-59.109,514.567842,0.062399,-0.018985,-0.019397
1 Oct 2017 01:55:00.000,-38.344,-60.200,513.413158,0.062552,-0.017443,-0.019033
1 Oct 2017 01:56:00.000,-34.587,-61.209,512.290501,0.062683,-0.016226,-0.018331
1 Oct 2017 01:57:00.000,-30.823,-62.152,511.219868,0.062794,-0.015258,-0.017303
1 Oct 2017 01:58:00.000,-27.052,-63.043,510.220346,0.062890,-0.014486,-0.015965
1 Oct 2017 01:59:00.000,-23.276,-63.893,509.309773,0.062971,-0.013873,-0.014343
1 Oct 2017 02:00:00.000,-19.496,-64.711,508.504406,0.063039,-0.013389,-0.012465
1 Oct 2017 02:01:00.000,-15.712,-65.502,507.818626,0.063095,-0.013015,-0.010364
1 Oct 2017 02:02:00.000,-11.925,-66.274,507.264674,0.063138,-0.012735,-0.008079
1 Oct 2017 02:03:00.000,-8.136,-67.032,506.852420,0.063169,-0.012539,-0.005649
1 Oct 2017 02:04:00.000,-4.345,-67.781,506.589184,0.063189,-0.012420,-0.003120
1 Oct 2017 02:05:00.000,-0.553,-68.524,506.479593,0.063197,-0.012374,-0.000537
1 Oct 2017 02:06:00.000,3.239,-69.267,506.525501,0.063193,-0.012400,0.002054
1 Oct 2017 02:07:00.000,7.030,-70.014,506.725951,0.063177,-0.012497,0.004605
1 Oct 2017 02:08:00.000,10.820,-70.768,507.077195,0.063149,-0.012670,0.007071
1 Oct 2017 02:09:00.000,14.607,-71.535,507.572763,0.063110,-0.012924,0.009408
1 Oct 2017 02:10:00.000,18.393,-72.321,508.203588,0.063058,-0.013270,0.011572
1 Oct 2017 02:11:00.000,22.174,-73.130,508.958172,0.062994,-0.013720,0.013526
1 Oct 2017 02:12:00.000,25.952,-73.970,509.822804,0.062917,-0.014293,0.015234
1 Oct 2017 02:13:00.000,29.724,-74.848,510.781813,0.062826,-0.015015,0.016667
1 Oct 2017 02:14:00.000,33.490,-75.775,511.817856,0.062720,-0.015921,0.017798
1 Oct 2017 02:15:00.000,37.250,-76.763,512.912240,0.062595,-0.017059,0.018609
1 Oct 2017 02:16:00.000,41.002,-77.828,514.045255,0.062450,-0.018497,0.019084
1 Oct 2017 02:17:00.000,44.743,-78.991,515.196533,0.062277,-0.020333,0.019217
1 Oct 2017 02:18:00.000,48.474,-80.279,516.345413,0.062069,-0.022707,0.019005
1 Oct 2017 02:19:00.000,52.191,-81.731,517.471306,0.061812,-0.025832,0.018453
1 Oct 2017 02:20:00.000,55.890,-83.400,518.554054,0.061485,-0.030038,0.017570
1 Oct 2017 02:21:00.000,59.567,-85.367,519.574285,0.061053,-0.035853,0.016373
1 Oct 2017 02:22:00.000,63.213,-87.752,520.513747,0.060454,-0.044167,0.014883
1 Oct 2017 02:23:00.000,66.816,-90.748,521.355618,0.059577,-0.056553,0.013126
1 Oct 2017 02:24:00.000,70.353,-94.677,522.084792,0.058207,-0.075949,0.011133
1 Oct 2017 02:25:00.000,73.782,-100.114,522.688139,0.055889,-0.108154,0.008940
1 Oct 2017 02:26:00.000,77.020,-108.139,523.154721,0.051584,-0.164904,0.006583
1 Oct 2017 02:27:00.000,79.885,-120.809,523.475978,0.042800,-0.266975,0.004104
1 Oct 2017 02:28:00.000,81.965,-141.274,523.645870,0.024459,-0.419073,0.001547
1 Oct 2017 02:29:00.000,82.573,-169.525,523.660979,-0.005363,-0.489319,-0.001046
1 Oct 2017 02:30:00.000,81.391,164.224,523.520566,-0.032083,-0.365927,-0.003628
1 Oct 2017 02:31:00.000,78.980,146.728,523.226589,-0.046523,-0.226044,-0.006155
1 Oct 2017 02:32:00.000,75.958,135.936,522.783668,-0.053370,-0.141931,-0.008584
1 Oct 2017 02:33:00.000,72.641,128.952,522.199014,-0.056827,-0.095314,-0.010871
1 Oct 2017 02:34:00.000,69.169,124.111,521.482313,-0.058751,-0.068355,-0.012977
1 Oct 2017 02:35:00.000,65.606,120.545,520.645567,-0.059922,-0.051782,-0.014865
1 Oct 2017 02:36:00.000,61.986,117.783,519.702897,-0.060689,-0.041008,-0.016502
1 Oct 2017 02:37:00.000,58.328,115.556,518.670308,-0.061224,-0.033668,-0.017857
1 Oct 2017 02:38:00.000,54.642,113.700,517.565425,-0.061617,-0.028473,-0.018907
1 Oct 2017 02:39:00.000,50.936,112.111,516.407191,-0.061918,-0.024678,-0.019632
1 Oct 2017 02:40:00.000,47.213,110.720,515.215549,-0.062157,-0.021836,-0.020018
1 Oct 2017 02:41:00.000,43.478,109.478,514.011098,-0.062353,-0.019663,-0.020057
1 Oct 2017 02:42:00.000,39.732,108.351,512.814739,-0.062517,-0.017975,-0.019748
1 Oct 2017 02:43:00.000,35.976,107.313,511.647305,-0.062656,-0.016647,-0.019094
1 Oct 2017 02:44:00.000,32.213,106.347,510.529197,-0.062775,-0.015593,-0.018106
1 Oct 2017 02:45:00.000,28.444,105.438,509.480018,-0.062876,-0.014754,-0.016800
1 Oct 2017 02:46:00.000,24.668,104.574,508.518223,-0.062963,-0.014086,-0.015197
1 Oct 2017 02:47:00.000,20.888,103.745,507.660782,-0.063036,-0.013557,-0.013326
1 Oct 2017 02:48:00.000,17.104,102.944,506.922874,-0.063097,-0.013144,-0.011219
1 Oct 2017 02:49:00.000,13.317,102.166,506.317602,-0.063144,-0.012830,-0.008912
1 Oct 2017 02:50:00.000,9.527,101.403,505.855756,-0.063180,-0.012605,-0.006446
1 Oct 2017 02:51:00.000,5.736,100.652,505.545608,-0.063204,-0.012458,-0.003864
1 Oct 2017 02:52:00.000,1.943,99.907,505.392760,-0.063216,-0.012386,-0.001212
1 Oct 2017 02:53:00.000,-1.850,99.164,505.400036,-0.063216,-0.012385,0.001465
1 Oct 2017 02:54:00.000,-5.643,98.419,505.567434,-0.063204,-0.012455,0.004117
1 Oct 2017 02:55:00.000,-9.434,97.668,505.892117,-0.063180,-0.012600,0.006699
1 Oct 2017 02:56:00.000,-13.224,96.905,506.368474,-0.063144,-0.012824,0.009164
1 Oct 2017 02:57:00.000,-17.011,96.127,506.988221,-0.063096,-0.013135,0.011470
1 Oct 2017 02:58:00.000,-20.795,95.327,507.740552,-0.063036,-0.013545,0.013576
1 Oct 2017 02:59:00.000,-24.575,94.499,508.612344,-0.062963,-0.014071,0.015445
1 Oct 2017 03:00:00.000,-28.351,93.636,509.588398,-0.062876,-0.014735,0.017045
1 Oct 2017 03:01:00.000,-32.120,92.728,510.651716,-0.062775,-0.015570,0.018349
1 Oct 2017 03:02:00.000,-35.883,91.763,511.783810,-0.062656,-0.016617,0.019334
1 Oct 2017 03:03:00.000,-39.639,90.728,512.965039,-0.062518,-0.017937,0.019984
1 Oct 2017 03:04:00.000,-43.385,89.604,514.174960,-0.062354,-0.019615,0.020288
1 Oct 2017 03:05:00.000,-47.120,88.365,515.392690,-0.062159,-0.021774,0.020243
1 Oct 2017 03:06:00.000,-50.843,86.978,516.597277,-0.061921,-0.024596,0.019850
1 Oct 2017 03:07:00.000,-54.550,85.395,517.768062,-0.061621,-0.028361,0.019118
1 Oct 2017 03:08:00.000,-58.236,83.547,518.885037,-0.061231,-0.033514,0.018059
1 Oct 2017 03:09:00.000,-61.895,81.331,519.929192,-0.060700,-0.040786,0.016694
1 Oct 2017 03:10:00.000,-65.515,78.585,520.882830,-0.059941,-0.051448,0.015047
1 Oct 2017 03:11:00.000,-69.080,75.044,521.729870,-0.058784,-0.067828,0.013146
1 Oct 2017 03:12:00.000,-72.555,70.244,522.456114,-0.056886,-0.094432,0.011026
1 Oct 2017 03:13:00.000,-75.877,63.331,523.049481,-0.053485,-0.140364,0.008724
1 Oct 2017 03:14:00.000,-78.908,52.668,523.500204,-0.046764,-0.223210,0.006279
1 Oct 2017 03:15:00.000,-81.341,35.388,523.800994,-0.032596,-0.361784,0.003734
1 Oct 2017 03:16:00.000,-82.565,9.331,523.947151,-0.006174,-0.488124,0.001132
1 Oct 2017 03:17:00.000,-82.003,-19.022,523.936642,0.023809,-0.422897,-0.001481
1 Oct 2017 03:18:00.000,-79.951,-39.722,523.770134,0.042470,-0.270390,-0.004060
1 Oct 2017 03:19:00.000,-77.101,-52.550,523.450976,0.051424,-0.166861,-0.006561
1 Oct 2017 03:20:00.000,-73.869,-60.664,522.985147,0.055804,-0.109243,-0.008941
1 Oct 2017 03:21:00.000,-70.444,-66.152,522.381152,0.058156,-0.076587,-0.011159
1 Oct 2017 03:22:00.000,-66.909,-70.111,521.649884,0.059544,-0.056950,-0.013177
1 Oct 2017 03:23:00.000,-63.308,-73.126,520.804435,0.060430,-0.044428,-0.014959
1 Oct 2017 03:24:00.000,-59.663,-75.524,519.859883,0.061035,-0.036032,-0.016475
1 Oct 2017 03:25:00.000,-55.988,-77.500,518.833034,0.061471,-0.030166,-0.017699
1 Oct 2017 03:26:00.000,-52.289,-79.177,517.742137,0.061800,-0.025926,-0.018607
1 Oct 2017 03:27:00.000,-48.573,-80.633,516.606575,0.062059,-0.022778,-0.019185
1 Oct 2017 03:28:00.000,-44.843,-81.925,515.446525,0.062268,-0.020387,-0.019423
1 Oct 2017 03:29:00.000,-41.101,-83.091,514.282613,0.062442,-0.018540,-0.019314
1 Oct 2017 03:30:00.000,-37.350,-84.158,513.135551,0.062588,-0.017093,-0.018862
1 Oct 2017 03:31:00.000,-33.591,-85.148,512.025769,0.062713,-0.015948,-0.018074
1 Oct 2017 03:32:00.000,-29.825,-86.076,510.973054,0.062821,-0.015036,-0.016964
1 Oct 2017 03:33:00.000,-26.053,-86.956,509.996191,0.062912,-0.014310,-0.015551
1 Oct 2017 03:34:00.000,-22.276,-87.796,509.112626,0.062990,-0.013733,-0.013860
1 Oct 2017 03:35:00.000,-18.495,-88.606,508.338144,0.063055,-0.013280,-0.011921
1 Oct 2017 03:36:00.000,-14.710,-89.392,507.686580,0.063107,-0.012932,-0.009770
1 Oct 2017 03:37:00.000,-10.922,-90.160,507.169567,0.063147,-0.012675,-0.007444
1 Oct 2017 03:38:00.000,-7.132,-90.915,506.796314,0.063175,-0.012500,-0.004986
1 Oct 2017 03:39:00.000,-3.341,-91.661,506.573437,0.063192,-0.012401,-0.002441
1 Oct 2017 03:40:00.000,0.450,-92.404,506.504838,0.063196,-0.012374,0.000147
1 Oct 2017 03:41:00.000,4.242,-93.148,506.591627,0.063189,-0.012418,0.002730
1 Oct 2017 03:42:00.000,8.033,-93.896,506.832106,0.063170,-0.012535,0.005261
1 Oct 2017 03:43:00.000,11.822,-94.653,507.221798,0.063140,-0.012729,0.007695
1 Oct 2017 03:44:00.000,15.609,-95.425,507.753536,0.063097,-0.013006,0.009988
1 Oct 2017 03:45:00.000,19.394,-96.216,508.417593,0.063042,-0.013378,0.012098
1 Oct 2017 03:46:00.000,23.174,-97.033,509.201866,0.062975,-0.013858,0.013988
1 Oct 2017 03:47:00.000,26.950,-97.882,510.092105,0.062894,-0.014468,0.015624
1 Oct 2017 03:48:00.000,30.721,-98.772,511.072171,0.062799,-0.015235,0.016978
1 Oct 2017 03:49:00.000,34.486,-99.714,512.124337,0.062688,-0.016197,0.018024
1 Oct 2017 03:50:00.000,38.243,-100.721,513.229612,0.062559,-0.017407,0.018745
1 Oct 2017 03:51:00.000,41.993,-101.809,514.368084,0.062407,-0.018940,0.019129
1 Oct 2017 03:52:00.000,45.732,-103.002,515.519278,0.062226,-0.020901,0.019169
1 Oct 2017 03:53:00.000,49.459,-104.329,516.662522,0.062006,-0.023450,0.018865
1 Oct 2017 03:54:00.000,53.171,-105.832,517.777315,0.061733,-0.026822,0.018223
1 Oct 2017 03:55:00.000,56.865,-107.571,518.843681,0.061383,-0.031391,0.017254
1 Oct 2017 03:56:00.000,60.535,-109.635,519.842519,0.060914,-0.037760,0.015977
1 Oct 2017 03:57:00.000,64.171,-112.159,520.755933,0.060255,-0.046959,0.014413
1 Oct 2017 03:58:00.000,67.759,-115.362,521.567538,0.059275,-0.060833,0.012590
1 Oct 2017 03:59:00.000,71.273,-119.620,522.262734,0.057713,-0.082881,0.010540
1 Oct 2017 04:00:00.000,74.662,-125.607,522.828960,0.055009,-0.120093,0.008298
1 Oct 2017 04:01:00.000,77.826,-134.607,523.255899,0.049854,-0.186488,0.005905
1 Oct 2017 04:02:00.000,80.536,-149.019,523.535653,0.039136,-0.303985,0.003401
1 Oct 2017 04:03:00.000,82.299,-171.909,523.662876,0.017399,-0.455525,0.000830
1 Oct 2017 04:04:00.000,82.423,159.154,523.634864,-0.013509,-0.470360,-0.001764
1 Oct 2017 04:05:00.000,80.842,135.065,523.451600,-0.036988,-0.324158,-0.004336
1 Oct 2017 04:06:00.000,78.222,119.678,523.115757,-0.048846,-0.198777,-0.006841
1 Oct 2017 04:07:00.000,75.102,110.122,522.632660,-0.054509,-0.126869,-0.009235
1 Oct 2017 04:08:00.000,71.734,103.825,522.010196,-0.057442,-0.086769,-0.011478
1 Oct 2017 04:09:00.000,68.233,99.384,521.258688,-0.059115,-0.063205,-0.013529
1 Oct 2017 04:10:00.000,64.653,96.066,520.390727,-0.060155,-0.048492,-0.015352
1 Oct 2017 04:11:00.000,61.022,93.466,519.420964,-0.060848,-0.038799,-0.016916
1 Oct 2017 04:12:00.000,57.355,91.350,518.365868,-0.061339,-0.032123,-0.018191
1 Oct 2017 04:13:00.000,53.663,89.573,517.243449,-0.061704,-0.027355,-0.019156
1 Oct 2017 04:14:00.000,49.952,88.042,516.072955,-0.061987,-0.023848,-0.019791
1 Oct 2017 04:15:00.000,46.226,86.694,514.874543,-0.062213,-0.021205,-0.020084
1 Oct 2017 04:16:00.000,42.488,85.486,513.668934,-0.062400,-0.019175,-0.020029
1 Oct 2017 04:17:00.000,38.739,84.385,512.477051,-0.062556,-0.017592,-0.019626
1 Oct 2017 04:18:00.000,34.981,83.368,511.319654,-0.062690,-0.016344,-0.018881
1 Oct 2017 04:19:00.000,31.216,82.418,510.216975,-0.062804,-0.015353,-0.017805
1 Oct 2017 04:20:00.000,27.445,81.522,509.188350,-0.062901,-0.014562,-0.016416
1 Oct 2017 04:21:00.000,23.669,80.667,508.251877,-0.062984,-0.013933,-0.014738
1 Oct 2017 04:22:00.000,19.887,79.847,507.424086,-0.063054,-0.013437,-0.012799
1 Oct 2017 04:23:00.000,16.102,79.053,506.719634,-0.063111,-0.013052,-0.010633
1 Oct 2017 04:24:00.000,12.314,78.279,506.151036,-0.063156,-0.012763,-0.008278
1 Oct 2017 04:25:00.000,8.524,77.520,505.728436,-0.063188,-0.012558,-0.005775
1 Oct 2017 04:26:00.000,4.732,76.770,505.459413,-0.063209,-0.012432,-0.003167
1 Oct 2017 04:27:00.000,0.939,76.026,505.348843,-0.063217,-0.012379,-0.000502
1 Oct 2017 04:28:00.000,-2.854,75.283,505.398804,-0.063214,-0.012396,0.002175
1 Oct 2017 04:29:00.000,-6.646,74.537,505.608541,-0.063199,-0.012486,0.004815
1 Oct 2017 04:30:00.000,-10.438,73.783,505.974474,-0.063172,-0.012651,0.007373
1 Oct 2017 04:31:00.000,-14.227,73.017,506.490270,-0.063133,-0.012897,0.009802
1 Oct 2017 04:32:00.000,-18.013,72.234,507.146957,-0.063082,-0.013233,0.012061
1 Oct 2017 04:33:00.000,-21.796,71.427,507.933092,-0.063019,-0.013672,0.014110
1 Oct 2017 04:34:00.000,-25.575,70.591,508.834973,-0.062942,-0.014232,0.015913
1 Oct 2017 04:35:00.000,-29.349,69.717,509.836891,-0.062851,-0.014938,0.017439
1 Oct 2017 04:36:00.000,-33.117,68.795,510.921417,-0.062745,-0.015824,0.018661
1 Oct 2017 04:37:00.000,-36.878,67.813,512.069720,-0.062622,-0.016937,0.019561
1 Oct 2017 04:38:00.000,-40.631,66.756,513.261905,-0.062477,-0.018342,0.020121
1 Oct 2017 04:39:00.000,-44.375,65.604,514.477371,-0.062306,-0.020134,0.020335
1 Oct 2017 04:40:00.000,-48.108,64.330,515.695174,-0.062101,-0.022447,0.020199
1 Oct 2017 04:41:00.000,-51.826,62.896,516.894397,-0.061848,-0.025487,0.019716
1 Oct 2017 04:42:00.000,-55.528,61.251,518.054512,-0.061528,-0.029567,0.018897
1 Oct 2017 04:43:00.000,-59.208,59.317,519.155736,-0.061107,-0.035193,0.017756
1 Oct 2017 04:44:00.000,-62.858,56.980,520.179367,-0.060526,-0.043208,0.016314
1 Oct 2017 04:45:00.000,-66.466,54.056,521.108100,-0.059683,-0.055096,0.014598
1 Oct 2017 04:46:00.000,-70.010,50.238,521.926322,-0.058374,-0.073614,0.012636
1 Oct 2017 04:47:00.000,-73.453,44.985,522.620363,-0.056179,-0.104176,0.010465
1 Oct 2017 04:48:00.000,-76.716,37.283,523.178732,-0.052144,-0.157748,0.008121
1 Oct 2017 04:49:00.000,-79.630,25.197,523.592294,-0.043979,-0.254347,0.005645
